Num of Spin	Win Tier 0 FsType1 fsEntries	Win Tier 1 FsType1 fsEntries	Win Tier 2 FsType1 fsEntries	Win Tier 3 FsType1 fsEntries	Win Tier 4 FsType1 fsEntries	Win Tier 5 FsType1 fsEntries	Win Tier 6 FsType1 fsEntries	Win Tier 7 FsType1 fsEntries	Win Tier 8 FsType1 fsEntries	Win Tier 9 FsType1 fsEntries	Win Tier 10 FsType1 fsEntries	Win Tier 11 FsType1 fsEntries	Win Tier 12 FsType1 fsEntries	Win Tier 13 FsType1 fsEntries	Win Tier 14 FsType1 fsEntries	Win Tier 15 FsType1 fsEntries	Win Tier 16 FsType1 fsEntries	Win Tier 17 FsType1 fsEntries	Win Tier 18 FsType1 fsEntries	Win Tier 19 FsType1 fsEntries	Win Tier 20 FsType1 fsEntries	Win Tier 21 FsType1 fsEntries	Win Tier 22 FsType1 fsEntries	Win Tier 23 FsType1 fsEntries	Win Tier 24 FsType1 fsEntries	Win Tier 25 FsType1 fsEntries	Win Tier 0 FsType1 FreeSpins#	Win Tier 1 FsType1 FreeSpins#	Win Tier 2 FsType1 FreeSpins#	Win Tier 3 FsType1 FreeSpins#	Win Tier 4 FsType1 FreeSpins#	Win Tier 5 FsType1 FreeSpins#	Win Tier 6 FsType1 FreeSpins#	Win Tier 7 FsType1 FreeSpins#	Win Tier 8 FsType1 FreeSpins#	Win Tier 9 FsType1 FreeSpins#	Win Tier 10 FsType1 FreeSpins#	Win Tier 11 FsType1 FreeSpins#	Win Tier 12 FsType1 FreeSpins#	Win Tier 13 FsType1 FreeSpins#	Win Tier 14 FsType1 FreeSpins#	Win Tier 15 FsType1 FreeSpins#	Win Tier 16 FsType1 FreeSpins#	Win Tier 17 FsType1 FreeSpins#	Win Tier 18 FsType1 FreeSpins#	Win Tier 19 FsType1 FreeSpins#	Win Tier 20 FsType1 FreeSpins#	Win Tier 21 FsType1 FreeSpins#	Win Tier 22 FsType1 FreeSpins#	Win Tier 23 FsType1 FreeSpins#	Win Tier 24 FsType1 FreeSpins#	Win Tier 25 FsType1 FreeSpins#	Win Tier 0 FsType1 Hits#	Win Tier 1 FsType1 Hits#	Win Tier 2 FsType1 Hits#	Win Tier 3 FsType1 Hits#	Win Tier 4 FsType1 Hits#	Win Tier 5 FsType1 Hits#	Win Tier 6 FsType1 Hits#	Win Tier 7 FsType1 Hits#	Win Tier 8 FsType1 Hits#	Win Tier 9 FsType1 Hits#	Win Tier 10 FsType1 Hits#	Win Tier 11 FsType1 Hits#	Win Tier 12 FsType1 Hits#	Win Tier 13 FsType1 Hits#	Win Tier 14 FsType1 Hits#	Win Tier 15 FsType1 Hits#	Win Tier 16 FsType1 Hits#	Win Tier 17 FsType1 Hits#	Win Tier 18 FsType1 Hits#	Win Tier 19 FsType1 Hits#	Win Tier 20 FsType1 Hits#	Win Tier 21 FsType1 Hits#	Win Tier 22 FsType1 Hits#	Win Tier 23 FsType1 Hits#	Win Tier 24 FsType1 Hits#	Win Tier 25 FsType1 Hits#	Win Tier 0 FsType1 FsTotalPay	Win Tier 1 FsType1 FsTotalPay	Win Tier 2 FsType1 FsTotalPay	Win Tier 3 FsType1 FsTotalPay	Win Tier 4 FsType1 FsTotalPay	Win Tier 5 FsType1 FsTotalPay	Win Tier 6 FsType1 FsTotalPay	Win Tier 7 FsType1 FsTotalPay	Win Tier 8 FsType1 FsTotalPay	Win Tier 9 FsType1 FsTotalPay	Win Tier 10 FsType1 FsTotalPay	Win Tier 11 FsType1 FsTotalPay	Win Tier 12 FsType1 FsTotalPay	Win Tier 13 FsType1 FsTotalPay	Win Tier 14 FsType1 FsTotalPay	Win Tier 15 FsType1 FsTotalPay	Win Tier 16 FsType1 FsTotalPay	Win Tier 17 FsType1 FsTotalPay	Win Tier 18 FsType1 FsTotalPay	Win Tier 19 FsType1 FsTotalPay	Win Tier 20 FsType1 FsTotalPay	Win Tier 21 FsType1 FsTotalPay	Win Tier 22 FsType1 FsTotalPay	Win Tier 23 FsType1 FsTotalPay	Win Tier 24 FsType1 FsTotalPay	Win Tier 25 FsType1 FsTotalPay	Win Tier 0 FsType1 FsMax	Win Tier 1 FsType1 FsMax	Win Tier 2 FsType1 FsMax	Win Tier 3 FsType1 FsMax	Win Tier 4 FsType1 FsMax	Win Tier 5 FsType1 FsMax	Win Tier 6 FsType1 FsMax	Win Tier 7 FsType1 FsMax	Win Tier 8 FsType1 FsMax	Win Tier 9 FsType1 FsMax	Win Tier 10 FsType1 FsMax	Win Tier 11 FsType1 FsMax	Win Tier 12 FsType1 FsMax	Win Tier 13 FsType1 FsMax	Win Tier 14 FsType1 FsMax	Win Tier 15 FsType1 FsMax	Win Tier 16 FsType1 FsMax	Win Tier 17 FsType1 FsMax	Win Tier 18 FsType1 FsMax	Win Tier 19 FsType1 FsMax	Win Tier 20 FsType1 FsMax	Win Tier 21 FsType1 FsMax	Win Tier 22 FsType1 FsMax	Win Tier 23 FsType1 FsMax	Win Tier 24 FsType1 FsMax	Win Tier 25 FsType1 FsMax	
222000	0	0	0	0	0	0	6	129	254	227	248	177	118	141	72	53	128	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	1032	2047	1901	2139	1576	1104	1348	676	499	1429	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	878	1860	1749	1927	1478	1025	1249	642	468	1325	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43480	2033740	6364420	7920500	11167200	9705080	7659560	10495820	6115280	5038360	15914460	689860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9920	19820	30000	40000	49900	59940	69940	80000	90000	99900	198920	245800	0	0	0	0	0	0	0	0	
223000	0	0	0	0	0	0	6	129	256	228	248	178	119	141	73	53	128	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	1032	2063	1909	2139	1589	1117	1348	684	499	1429	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	878	1876	1756	1927	1489	1038	1249	649	468	1325	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43480	2033740	6416600	7953100	11167200	9761080	7726560	10495820	6195920	5038360	15914460	689860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9920	19820	30000	40000	49900	59940	69940	80000	90000	99900	198920	245800	0	0	0	0	0	0	0	0	
224000	0	0	0	0	0	0	6	129	256	229	250	178	119	142	74	54	128	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	1032	2063	1917	2160	1589	1117	1356	697	517	1429	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	878	1876	1761	1945	1489	1038	1257	661	483	1325	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43480	2033740	6416600	7986700	11264200	9761080	7726560	10572420	6282420	5130440	15914460	689860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9920	19820	30000	40000	49900	59940	69940	80000	90000	99900	198920	245800	0	0	0	0	0	0	0	0	
225000	0	0	0	0	0	0	6	129	256	229	250	179	120	142	74	54	128	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	1032	2063	1917	2160	1597	1125	1356	697	517	1429	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	878	1876	1761	1945	1497	1046	1257	661	483	1325	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43480	2033740	6416600	7986700	11264200	9820160	7796400	10572420	6282420	5130440	15914460	689860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9920	19820	30000	40000	49900	59940	69940	80000	90000	99900	198920	245800	0	0	0	0	0	0	0	0	
226000	0	0	0	0	0	0	6	129	256	229	251	180	120	143	74	54	129	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	1032	2063	1917	2168	1605	1125	1364	697	517	1447	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	878	1876	1761	1953	1505	1046	1265	661	483	1340	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43480	2033740	6416600	7986700	11313900	9874280	7796400	10651560	6282420	5130440	16032160	689860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9920	19820	30000	40000	49900	59940	69940	80000	90000	99900	198920	245800	0	0	0	0	0	0	0	0	
227000	0	0	0	0	0	0	6	130	257	229	252	180	121	144	75	55	129	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	1040	2071	1917	2176	1605	1143	1372	710	525	1447	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	886	1882	1761	1959	1505	1063	1273	673	490	1340	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43480	2052700	6440200	7986700	11356120	9874280	7865080	10726660	6372020	5229060	16032160	689860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9920	19820	30000	40000	49900	59940	69940	80000	90000	99900	198920	245800	0	0	0	0	0	0	0	0	
228000	0	0	0	0	0	0	6	132	259	229	253	181	122	144	75	55	129	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	1056	2087	1917	2184	1613	1151	1372	710	525	1447	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	901	1896	1761	1967	1511	1071	1273	673	490	1340	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43480	2082220	6497380	7986700	11399500	9926280	7929620	10726660	6372020	5229060	16032160	689860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9920	19820	30000	40000	49900	59940	69940	80000	90000	99900	198920	245800	0	0	0	0	0	0	0	0	
229000	0	0	0	0	0	0	6	133	262	230	255	181	122	144	75	55	130	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	1064	2111	1925	2200	1613	1151	1372	710	525	1455	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	909	1919	1768	1981	1511	1071	1273	673	490	1348	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43480	2095620	6573600	8025940	11483900	9926280	7929620	10726660	6372020	5229060	16132680	689860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9920	19820	30000	40000	49900	59940	69940	80000	90000	99900	198920	245800	0	0	0	0	0	0	0	0	
230000	0	0	0	0	0	0	6	133	263	232	259	182	124	145	75	55	130	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	1064	2119	1941	2232	1621	1172	1380	710	525	1455	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	909	1927	1782	2011	1519	1090	1281	673	490	1348	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43480	2095620	6600500	8089840	11655360	9979180	8060940	10798940	6372020	5229060	16132680	689860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9920	19820	30000	40000	49900	59940	69940	80000	90000	99900	198920	245800	0	0	0	0	0	0	0	0	
231000	0	0	0	0	0	0	6	134	263	232	259	184	125	145	75	55	130	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	1072	2119	1941	2232	1637	1180	1380	710	525	1455	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	917	1927	1782	2011	1535	1098	1281	673	490	1348	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43480	2114660	6600500	8089840	11655360	10084160	8123560	10798940	6372020	5229060	16132680	689860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9920	19820	30000	40000	49900	59940	69940	80000	90000	99900	198920	245800	0	0	0	0	0	0	0	0	
232000	0	0	0	0	0	0	6	134	265	233	260	185	126	145	76	55	131	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	1072	2135	1949	2240	1650	1188	1380	718	525	1473	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	917	1942	1790	2019	1546	1106	1281	680	490	1364	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43480	2114660	6646580	8127740	11696780	10138880	8188960	10798940	6454120	5229060	16243760	689860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9920	19820	30000	40000	49900	59940	69940	80000	90000	99900	198920	245800	0	0	0	0	0	0	0	0	
233000	0	0	0	0	0	0	6	135	266	234	260	185	127	145	76	55	132	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	1080	2143	1957	2240	1650	1196	1380	718	525	1481	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	923	1949	1796	2019	1546	1113	1281	680	490	1371	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43480	2133140	6672280	8160340	11696780	10138880	8256640	10798940	6454120	5229060	16388100	689860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9920	19820	30000	40000	49900	59940	69940	80000	90000	99900	198920	245800	0	0	0	0	0	0	0	0	
234000	0	0	0	0	0	0	6	135	267	236	260	185	127	145	77	56	132	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	1080	2151	1973	2240	1650	1196	1380	731	533	1481	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	923	1957	1809	2019	1546	1113	1281	692	498	1371	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43480	2133140	6694980	8228480	11696780	10138880	8256640	10798940	6534180	5319320	16388100	689860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9920	19820	30000	40000	49900	59940	69940	80000	90000	99900	198920	245800	0	0	0	0	0	0	0	0	
235000	0	0	0	0	0	0	6	135	267	238	260	186	128	145	77	56	132	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	1080	2151	1989	2240	1658	1204	1380	731	533	1481	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	923	1957	1823	2019	1552	1121	1281	692	498	1371	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43480	2133140	6694980	8294360	11696780	10192780	8321100	10798940	6534180	5319320	16388100	689860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9920	19820	30000	40000	49900	59940	69940	80000	90000	99900	198920	245800	0	0	0	0	0	0	0	0	
236000	0	0	0	0	0	0	6	135	268	239	260	187	128	146	77	56	132	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	1080	2159	1997	2240	1666	1204	1393	731	533	1481	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	923	1963	1831	2019	1559	1121	1294	692	498	1371	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43480	2133140	6719800	8327820	11696780	10250600	8321100	10870280	6534180	5319320	16388100	689860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9920	19820	30000	40000	49900	59940	69940	80000	90000	99900	198920	245800	0	0	0	0	0	0	0	0	
237000	0	0	0	0	0	0	6	135	268	239	261	187	128	146	77	56	132	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	1080	2159	1997	2248	1666	1204	1393	731	533	1481	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	923	1963	1831	2026	1559	1121	1294	692	498	1371	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43480	2133140	6719800	8327820	11736740	10250600	8321100	10870280	6534180	5319320	16388100	689860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9920	19820	30000	40000	49900	59940	69940	80000	90000	99900	198920	245800	0	0	0	0	0	0	0	0	
238000	0	0	0	0	0	0	6	135	269	239	262	187	128	146	77	56	134	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	1080	2167	1997	2256	1666	1204	1393	731	533	1497	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	923	1971	1831	2033	1559	1121	1294	692	498	1386	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43480	2133140	6745960	8327820	11780440	10250600	8321100	10870280	6534180	5319320	16627340	689860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9920	19820	30000	40000	49900	59940	69940	80000	90000	99900	198920	245800	0	0	0	0	0	0	0	0	
239000	0	0	0	0	0	0	6	135	269	241	267	188	129	146	77	56	134	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	1080	2167	2013	2296	1674	1212	1393	731	533	1497	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	923	1971	1845	2067	1566	1129	1294	692	498	1386	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43480	2133140	6745960	8394040	12016900	10307620	8390340	10870280	6534180	5319320	16627340	689860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9920	19820	30000	40000	49960	59940	69940	80000	90000	99900	198920	245800	0	0	0	0	0	0	0	0	
240000	0	0	0	0	0	0	6	136	271	242	268	188	129	146	77	56	134	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	1088	2183	2021	2304	1674	1212	1393	731	533	1497	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	930	1984	1853	2074	1566	1129	1294	692	498	1386	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43480	2148240	6795200	8432340	12063900	10307620	8390340	10870280	6534180	5319320	16627340	689860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9920	19820	30000	40000	49960	59940	69940	80000	90000	99900	198920	245800	0	0	0	0	0	0	0	0	
241000	0	0	0	0	0	0	6	136	271	245	268	189	130	146	77	57	137	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	1088	2183	2045	2304	1682	1220	1393	731	541	1526	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	930	1984	1876	2074	1574	1137	1294	692	505	1412	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43480	2148240	6795200	8533260	12063900	10366720	8454960	10870280	6534180	5413540	16943460	689860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9920	19820	30000	40000	49960	59940	69940	80000	90000	99900	198920	245800	0	0	0	0	0	0	0	0	
242000	0	0	0	0	0	0	6	138	271	245	269	190	131	147	77	57	137	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	1104	2183	2045	2312	1690	1228	1406	731	541	1526	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	945	1984	1876	2081	1580	1145	1306	692	505	1412	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43480	2181860	6795200	8533260	12105100	10418800	8516060	10941780	6534180	5413540	16943460	689860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9920	19820	30000	40000	49960	59940	69940	80000	90000	99900	198920	245800	0	0	0	0	0	0	0	0	
243000	0	0	0	0	0	0	6	138	271	249	269	190	132	147	77	58	137	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	1104	2183	2077	2312	1690	1236	1406	731	554	1526	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	945	1984	1907	2081	1580	1151	1306	692	518	1412	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43480	2181860	6795200	8664220	12105100	10418800	8577060	10941780	6534180	5504940	16943460	689860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9920	19820	30000	40000	49960	59940	69940	80000	90000	99900	198920	245800	0	0	0	0	0	0	0	0	
244000	0	0	0	0	0	0	6	140	274	251	273	192	133	147	77	58	139	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	1120	2207	2093	2349	1706	1244	1406	731	554	1542	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	959	2004	1922	2114	1595	1159	1306	692	518	1427	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43480	2216140	6862880	8737540	12294860	10526180	8645260	10941780	6534180	5504940	17167460	689860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9920	19820	30000	40000	49960	59940	69940	80000	90000	99900	198920	245800	0	0	0	0	0	0	0	0	
245000	0	0	0	0	0	0	6	141	275	253	275	194	134	148	78	58	140	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	1128	2215	2109	2365	1722	1257	1414	739	554	1550	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	965	2012	1937	2128	1611	1171	1313	699	518	1434	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43480	2232360	6892880	8811920	12383220	10629800	8709260	11011820	6616000	5504940	17281960	689860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9920	19820	30000	40000	49960	59940	69940	80000	90000	99900	198920	245800	0	0	0	0	0	0	0	0	
246000	0	0	0	0	0	0	6	141	275	253	276	196	137	149	79	58	140	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	1128	2215	2109	2373	1738	1281	1422	757	554	1550	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	965	2012	1937	2135	1626	1195	1320	717	518	1434	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43480	2232360	6892880	8811920	12433120	10744360	8900060	11083820	6703880	5504940	17281960	689860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9920	19820	30000	40000	49960	59940	69940	80000	90000	99900	198920	245800	0	0	0	0	0	0	0	0	
247000	0	0	0	0	0	0	6	143	278	253	278	197	138	149	79	59	141	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	1144	2239	2109	2389	1746	1289	1422	757	562	1558	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	976	2033	1937	2150	1633	1202	1320	717	526	1442	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43480	2262680	6971600	8811920	12529780	10797360	8969780	11083820	6703880	5599740	17384160	689860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9920	19820	30000	40000	49960	59940	69940	80000	90000	99900	198920	245800	0	0	0	0	0	0	0	0	
248000	0	0	0	0	0	0	6	143	278	254	280	197	139	150	80	59	142	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	1144	2239	2117	2405	1746	1297	1430	765	562	1566	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	976	2033	1944	2165	1633	1210	1327	725	526	1450	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43480	2262680	6971600	8849420	12618540	10797360	9039180	11160820	6789660	5599740	17535220	689860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9920	19820	30000	40000	49960	59940	69940	80000	90000	99900	198920	245800	0	0	0	0	0	0	0	0	
249000	0	0	0	0	0	0	6	144	279	255	282	199	139	150	80	60	142	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	1152	2247	2125	2421	1762	1297	1430	765	570	1566	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	983	2040	1952	2180	1648	1210	1327	725	534	1450	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43480	2281600	6995060	8882500	12713860	10906000	9039180	11160820	6789660	5699100	17535220	689860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9920	19820	30000	40000	49960	59940	69940	80000	90000	99900	198920	245800	0	0	0	0	0	0	0	0	
250000	0	0	0	0	0	0	6	144	280	256	284	200	139	150	80	60	142	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	1152	2255	2133	2442	1770	1297	1430	765	570	1566	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	983	2048	1960	2200	1655	1210	1327	725	534	1450	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43480	2281600	7019260	8918720	12806400	10963720	9039180	11160820	6789660	5699100	17535220	689860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9920	19820	30000	40000	49960	59940	69940	80000	90000	99900	198920	245800	0	0	0	0	0	0	0	0	
251000	0	0	0	0	0	0	6	144	281	256	284	202	140	152	81	60	142	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	1152	2263	2133	2442	1786	1305	1446	783	570	1566	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	983	2054	1960	2200	1669	1217	1343	738	534	1450	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43480	2281600	7045900	8918720	12806400	11070480	9099100	11313700	6872800	5699100	17535220	689860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9920	19820	30000	40000	49960	59940	69940	80000	90000	99900	198920	245800	0	0	0	0	0	0	0	0	
252000	0	0	0	0	0	0	6	144	282	258	284	202	140	152	82	60	142	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	1152	2271	2149	2442	1786	1305	1446	791	570	1566	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	983	2061	1974	2200	1669	1217	1343	746	534	1450	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43480	2281600	7074400	8987500	12806400	11070480	9099100	11313700	6954280	5699100	17535220	689860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9920	19820	30000	40000	49960	59940	69940	80000	90000	99900	198920	245800	0	0	0	0	0	0	0	0	
253000	0	0	0	0	0	0	6	144	282	258	288	202	141	152	83	60	144	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	1152	2271	2149	2489	1786	1313	1446	809	570	1587	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	983	2061	1974	2237	1669	1225	1343	763	534	1470	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43480	2281600	7074400	8987500	12993500	11070480	9167880	11313700	7037880	5699100	17811160	689860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9920	19820	30000	40000	49960	59940	69940	80000	90000	99900	198920	245800	0	0	0	0	0	0	0	0	
254000	0	0	0	0	0	0	6	144	282	261	290	203	141	153	83	60	144	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	1152	2271	2173	2505	1794	1313	1454	809	570	1587	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	983	2061	1994	2252	1676	1225	1351	763	534	1470	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43480	2281600	7074400	9083120	13081400	11120760	9167880	11390960	7037880	5699100	17811160	689860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9920	19820	30000	40000	49960	59940	69940	80000	90000	99900	198920	245800	0	0	0	0	0	0	0	0	
255000	0	0	0	0	0	0	6	145	282	263	292	203	141	155	83	60	144	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	1160	2271	2189	2521	1794	1313	1470	809	570	1587	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	990	2061	2009	2268	1676	1225	1365	763	534	1470	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43480	2300500	7074400	9150880	13174760	11120760	9167880	11546680	7037880	5699100	17811160	689860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9920	19820	30000	40000	49960	59940	69940	80000	90000	99900	198920	245800	0	0	0	0	0	0	0	0	
256000	0	0	0	0	0	0	6	146	283	263	292	206	141	156	83	61	144	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	1168	2279	2189	2521	1818	1313	1478	809	578	1587	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	996	2068	2009	2268	1698	1225	1373	763	542	1470	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43480	2314540	7098900	9150880	13174760	11278320	9167880	11623580	7037880	5792340	17811160	689860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9920	19820	30000	40000	49960	59940	69940	80000	90000	99900	198920	245800	0	0	0	0	0	0	0	0	
257000	0	0	0	0	0	0	6	147	283	263	292	207	141	157	83	61	145	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	1176	2279	2189	2521	1826	1313	1486	809	578	1600	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	1003	2068	2009	2268	1706	1225	1381	763	542	1483	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43480	2330200	7098900	9150880	13174760	11332880	9167880	11694540	7037880	5792340	17944020	689860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9920	19820	30000	40000	49960	59940	69940	80000	90000	99900	198920	245800	0	0	0	0	0	0	0	0	
