Num of Spin	Win Tier 0 FsType1 fsEntries	Win Tier 1 FsType1 fsEntries	Win Tier 2 FsType1 fsEntries	Win Tier 3 FsType1 fsEntries	Win Tier 4 FsType1 fsEntries	Win Tier 5 FsType1 fsEntries	Win Tier 6 FsType1 fsEntries	Win Tier 7 FsType1 fsEntries	Win Tier 8 FsType1 fsEntries	Win Tier 9 FsType1 fsEntries	Win Tier 10 FsType1 fsEntries	Win Tier 11 FsType1 fsEntries	Win Tier 12 FsType1 fsEntries	Win Tier 13 FsType1 fsEntries	Win Tier 14 FsType1 fsEntries	Win Tier 15 FsType1 fsEntries	Win Tier 16 FsType1 fsEntries	Win Tier 17 FsType1 fsEntries	Win Tier 18 FsType1 fsEntries	Win Tier 19 FsType1 fsEntries	Win Tier 20 FsType1 fsEntries	Win Tier 21 FsType1 fsEntries	Win Tier 22 FsType1 fsEntries	Win Tier 23 FsType1 fsEntries	Win Tier 24 FsType1 fsEntries	Win Tier 25 FsType1 fsEntries	Win Tier 0 FsType1 FreeSpins#	Win Tier 1 FsType1 FreeSpins#	Win Tier 2 FsType1 FreeSpins#	Win Tier 3 FsType1 FreeSpins#	Win Tier 4 FsType1 FreeSpins#	Win Tier 5 FsType1 FreeSpins#	Win Tier 6 FsType1 FreeSpins#	Win Tier 7 FsType1 FreeSpins#	Win Tier 8 FsType1 FreeSpins#	Win Tier 9 FsType1 FreeSpins#	Win Tier 10 FsType1 FreeSpins#	Win Tier 11 FsType1 FreeSpins#	Win Tier 12 FsType1 FreeSpins#	Win Tier 13 FsType1 FreeSpins#	Win Tier 14 FsType1 FreeSpins#	Win Tier 15 FsType1 FreeSpins#	Win Tier 16 FsType1 FreeSpins#	Win Tier 17 FsType1 FreeSpins#	Win Tier 18 FsType1 FreeSpins#	Win Tier 19 FsType1 FreeSpins#	Win Tier 20 FsType1 FreeSpins#	Win Tier 21 FsType1 FreeSpins#	Win Tier 22 FsType1 FreeSpins#	Win Tier 23 FsType1 FreeSpins#	Win Tier 24 FsType1 FreeSpins#	Win Tier 25 FsType1 FreeSpins#	Win Tier 0 FsType1 Hits#	Win Tier 1 FsType1 Hits#	Win Tier 2 FsType1 Hits#	Win Tier 3 FsType1 Hits#	Win Tier 4 FsType1 Hits#	Win Tier 5 FsType1 Hits#	Win Tier 6 FsType1 Hits#	Win Tier 7 FsType1 Hits#	Win Tier 8 FsType1 Hits#	Win Tier 9 FsType1 Hits#	Win Tier 10 FsType1 Hits#	Win Tier 11 FsType1 Hits#	Win Tier 12 FsType1 Hits#	Win Tier 13 FsType1 Hits#	Win Tier 14 FsType1 Hits#	Win Tier 15 FsType1 Hits#	Win Tier 16 FsType1 Hits#	Win Tier 17 FsType1 Hits#	Win Tier 18 FsType1 Hits#	Win Tier 19 FsType1 Hits#	Win Tier 20 FsType1 Hits#	Win Tier 21 FsType1 Hits#	Win Tier 22 FsType1 Hits#	Win Tier 23 FsType1 Hits#	Win Tier 24 FsType1 Hits#	Win Tier 25 FsType1 Hits#	Win Tier 0 FsType1 FsTotalPay	Win Tier 1 FsType1 FsTotalPay	Win Tier 2 FsType1 FsTotalPay	Win Tier 3 FsType1 FsTotalPay	Win Tier 4 FsType1 FsTotalPay	Win Tier 5 FsType1 FsTotalPay	Win Tier 6 FsType1 FsTotalPay	Win Tier 7 FsType1 FsTotalPay	Win Tier 8 FsType1 FsTotalPay	Win Tier 9 FsType1 FsTotalPay	Win Tier 10 FsType1 FsTotalPay	Win Tier 11 FsType1 FsTotalPay	Win Tier 12 FsType1 FsTotalPay	Win Tier 13 FsType1 FsTotalPay	Win Tier 14 FsType1 FsTotalPay	Win Tier 15 FsType1 FsTotalPay	Win Tier 16 FsType1 FsTotalPay	Win Tier 17 FsType1 FsTotalPay	Win Tier 18 FsType1 FsTotalPay	Win Tier 19 FsType1 FsTotalPay	Win Tier 20 FsType1 FsTotalPay	Win Tier 21 FsType1 FsTotalPay	Win Tier 22 FsType1 FsTotalPay	Win Tier 23 FsType1 FsTotalPay	Win Tier 24 FsType1 FsTotalPay	Win Tier 25 FsType1 FsTotalPay	Win Tier 0 FsType1 FsMax	Win Tier 1 FsType1 FsMax	Win Tier 2 FsType1 FsMax	Win Tier 3 FsType1 FsMax	Win Tier 4 FsType1 FsMax	Win Tier 5 FsType1 FsMax	Win Tier 6 FsType1 FsMax	Win Tier 7 FsType1 FsMax	Win Tier 8 FsType1 FsMax	Win Tier 9 FsType1 FsMax	Win Tier 10 FsType1 FsMax	Win Tier 11 FsType1 FsMax	Win Tier 12 FsType1 FsMax	Win Tier 13 FsType1 FsMax	Win Tier 14 FsType1 FsMax	Win Tier 15 FsType1 FsMax	Win Tier 16 FsType1 FsMax	Win Tier 17 FsType1 FsMax	Win Tier 18 FsType1 FsMax	Win Tier 19 FsType1 FsMax	Win Tier 20 FsType1 FsMax	Win Tier 21 FsType1 FsMax	Win Tier 22 FsType1 FsMax	Win Tier 23 FsType1 FsMax	Win Tier 24 FsType1 FsMax	Win Tier 25 FsType1 FsMax	
743000	0	0	0	0	0	0	30	413	791	814	821	595	399	386	271	183	423	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	3309	6413	6762	6993	5245	3637	3653	2728	1814	4679	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	2817	5769	6165	6354	4863	3377	3397	2538	1702	4334	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263200	6650700	19916300	28261740	36963200	32675700	25899760	28798520	22955480	17326560	52738500	2225120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9940	19960	30000	40000	49960	60000	70000	80000	90000	99900	199540	245800	0	0	0	0	0	0	0	0	
744000	0	0	0	0	0	0	30	413	792	814	821	595	400	388	271	184	424	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	3309	6421	6762	6993	5245	3645	3669	2728	1822	4687	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	2817	5775	6165	6354	4863	3384	3410	2538	1710	4342	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263200	6650700	19939700	28261740	36963200	32675700	25962060	28947580	22955480	17418380	52856940	2225120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9940	19960	30000	40000	49960	60000	70000	80000	90000	99900	199540	245800	0	0	0	0	0	0	0	0	
745000	0	0	0	0	0	0	30	415	793	816	822	596	400	388	272	184	424	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	3325	6429	6778	7001	5253	3645	3669	2736	1822	4687	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	2831	5781	6180	6360	4871	3384	3410	2545	1710	4342	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263200	6684440	19969400	28325340	37010240	32730440	25962060	28947580	23043020	17418380	52856940	2225120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9940	19960	30000	40000	49960	60000	70000	80000	90000	99900	199540	245800	0	0	0	0	0	0	0	0	
746000	0	0	0	0	0	0	31	417	795	817	824	596	401	388	272	184	424	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	3341	6445	6786	7017	5253	3653	3669	2736	1822	4687	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	2843	5796	6188	6375	4871	3392	3410	2545	1710	4342	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272800	6719540	20026600	28362140	37102140	32730440	26024920	28947580	23043020	17418380	52856940	2225120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9940	19960	30000	40000	49960	60000	70000	80000	90000	99900	199540	245800	0	0	0	0	0	0	0	0	
747000	0	0	0	0	0	0	31	417	795	818	824	596	401	389	272	184	425	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	3341	6445	6794	7017	5253	3653	3682	2736	1822	4695	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	2843	5796	6195	6375	4871	3392	3422	2545	1710	4348	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272800	6719540	20026600	28402000	37102140	32730440	26024920	29020380	23043020	17418380	52968980	2225120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9940	19960	30000	40000	49960	60000	70000	80000	90000	99900	199540	245800	0	0	0	0	0	0	0	0	
748000	0	0	0	0	0	0	31	417	796	820	825	596	401	389	273	184	425	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	3341	6453	6810	7025	5253	3653	3682	2749	1822	4695	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	2843	5804	6206	6383	4871	3392	3422	2555	1710	4348	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272800	6719540	20053740	28475880	37151600	32730440	26024920	29020380	23131620	17418380	52968980	2225120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9940	19960	30000	40000	49960	60000	70000	80000	90000	99900	199540	245800	0	0	0	0	0	0	0	0	
749000	0	0	0	0	0	0	31	418	798	820	828	596	401	389	273	184	425	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	3349	6469	6810	7049	5253	3653	3682	2749	1822	4695	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	2850	5819	6206	6403	4871	3392	3422	2555	1710	4348	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272800	6736680	20097700	28475880	37276640	32730440	26024920	29020380	23131620	17418380	52968980	2225120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9940	19960	30000	40000	49960	60000	70000	80000	90000	99900	199540	245800	0	0	0	0	0	0	0	0	
750000	0	0	0	0	0	0	31	420	800	821	829	597	401	389	273	184	425	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	3365	6485	6818	7057	5261	3653	3682	2749	1822	4695	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	2864	5833	6213	6411	4879	3392	3422	2555	1710	4348	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272800	6766360	20147680	28507180	37326600	32781180	26024920	29020380	23131620	17418380	52968980	2225120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9940	19960	30000	40000	49960	60000	70000	80000	90000	99900	199540	245800	0	0	0	0	0	0	0	0	
751000	0	0	0	0	0	0	31	420	802	821	830	597	401	390	273	185	426	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	3365	6501	6818	7065	5261	3653	3690	2749	1835	4703	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	2864	5848	6213	6419	4879	3392	3430	2555	1720	4356	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272800	6766360	20195940	28507180	37373720	32781180	26024920	29097100	23131620	17515160	53070340	2225120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9940	19960	30000	40000	49960	60000	70000	80000	90000	99900	199540	245800	0	0	0	0	0	0	0	0	
752000	0	0	0	0	0	0	31	420	803	821	830	597	402	391	273	185	426	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	3365	6509	6818	7065	5261	3661	3698	2749	1835	4703	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	2864	5855	6213	6419	4879	3400	3438	2555	1720	4356	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272800	6766360	20218860	28507180	37373720	32781180	26094800	29168940	23131620	17515160	53070340	2225120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9940	19960	30000	40000	49960	60000	70000	80000	90000	99900	199540	245800	0	0	0	0	0	0	0	0	
753000	0	0	0	0	0	0	31	420	806	824	832	599	403	392	275	185	426	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	3365	6533	6847	7081	5277	3669	3706	2770	1835	4703	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	2864	5878	6240	6432	4893	3408	3446	2574	1720	4356	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272800	6766360	20288220	28616600	37463800	32885240	26161160	29244900	23307700	17515160	53070340	2225120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9940	19960	30000	40000	49960	60000	70000	80000	90000	99900	199540	245800	0	0	0	0	0	0	0	0	
754000	0	0	0	0	0	0	31	420	809	824	833	600	405	392	276	185	426	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	3365	6557	6847	7089	5285	3685	3706	2778	1835	4703	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	2864	5900	6240	6440	4900	3424	3446	2581	1720	4356	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272800	6766360	20357980	28616600	37505560	32935960	26284280	29244900	23388000	17515160	53070340	2225120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9940	19960	30000	40000	49960	60000	70000	80000	90000	99900	199540	245800	0	0	0	0	0	0	0	0	
755000	0	0	0	0	0	0	31	420	810	825	836	600	406	392	276	185	427	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	3365	6565	6855	7118	5285	3693	3706	2778	1835	4711	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	2864	5908	6247	6464	4900	3432	3446	2581	1720	4364	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272800	6766360	20379280	28649820	37645140	32935960	26350280	29244900	23388000	17515160	53173020	2225120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9940	19960	30000	40000	49960	60000	70000	80000	90000	99900	199540	245800	0	0	0	0	0	0	0	0	
756000	0	0	0	0	0	0	31	420	811	826	836	600	406	392	277	185	427	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	3365	6573	6863	7118	5285	3693	3706	2786	1835	4711	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	2864	5914	6254	6464	4900	3432	3446	2588	1720	4364	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272800	6766360	20400280	28684840	37645140	32935960	26350280	29244900	23470360	17515160	53173020	2225120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9940	19960	30000	40000	49960	60000	70000	80000	90000	99900	199540	245800	0	0	0	0	0	0	0	0	
757000	0	0	0	0	0	0	31	421	813	827	836	601	406	393	278	185	430	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	3373	6589	6871	7118	5293	3693	3714	2799	1835	4745	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	2872	5928	6260	6464	4907	3432	3453	2599	1720	4397	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272800	6780660	20450600	28718980	37645140	32986260	26350280	29322500	23559720	17515160	53570780	2225120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9940	19960	30000	40000	49960	60000	70000	80000	90000	99900	199540	245800	0	0	0	0	0	0	0	0	
758000	0	0	0	0	0	0	31	422	813	828	837	603	408	394	278	185	432	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	3381	6589	6879	7126	5309	3709	3722	2799	1835	4776	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	2878	5928	6267	6470	4923	3447	3461	2599	1720	4423	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272800	6790700	20450600	28753580	37689660	33089680	26482840	29398580	23559720	17515160	53796040	2225120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9940	19960	30000	40000	49960	60000	70000	80000	90000	99900	199540	245800	0	0	0	0	0	0	0	0	
759000	0	0	0	0	0	0	31	422	814	829	839	604	408	394	278	186	432	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	3381	6597	6887	7142	5317	3709	3722	2799	1843	4776	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	2878	5936	6273	6486	4931	3447	3461	2599	1728	4423	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272800	6790700	20479540	28787980	37783400	33143020	26482840	29398580	23559720	17613980	53796040	2225120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9940	19960	30000	40000	49960	60000	70000	80000	90000	99900	199540	245800	0	0	0	0	0	0	0	0	
760000	0	0	0	0	0	0	31	423	815	832	839	604	409	397	278	186	432	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	3389	6605	6911	7142	5317	3717	3756	2799	1843	4776	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	2886	5942	6296	6486	4931	3455	3493	2599	1728	4423	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272800	6803600	20502940	28896220	37783400	33143020	26547380	29629980	23559720	17613980	53796040	2225120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9940	19960	30000	40000	49960	60000	70000	80000	90000	99900	199540	245800	0	0	0	0	0	0	0	0	
761000	0	0	0	0	0	0	31	423	816	835	839	604	410	399	279	186	432	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	3389	6613	6935	7142	5317	3725	3772	2807	1843	4776	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	2886	5950	6318	6486	4931	3462	3509	2607	1728	4423	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272800	6803600	20523620	29005400	37783400	33143020	26616980	29776720	23645460	17613980	53796040	2225120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9940	19960	30000	40000	49960	60000	70000	80000	90000	99900	199540	245800	0	0	0	0	0	0	0	0	
762000	0	0	0	0	0	0	31	423	817	836	842	604	411	399	279	186	432	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	3389	6621	6943	7166	5317	3733	3772	2807	1843	4776	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	2886	5958	6326	6509	4931	3469	3509	2607	1728	4423	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272800	6803600	20546500	29044740	37922960	33143020	26685200	29776720	23645460	17613980	53796040	2225120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9940	19960	30000	40000	49960	60000	70000	80000	90000	99900	199540	245800	0	0	0	0	0	0	0	0	
763000	0	0	0	0	0	0	31	423	820	839	845	604	411	399	279	186	432	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	3389	6645	6967	7190	5317	3733	3772	2807	1843	4776	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	2886	5978	6349	6533	4931	3469	3509	2607	1728	4423	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272800	6803600	20619540	29149880	38049680	33143020	26685200	29776720	23645460	17613980	53796040	2225120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9940	19960	30000	40000	49960	60000	70000	80000	90000	99900	199540	245800	0	0	0	0	0	0	0	0	
764000	0	0	0	0	0	0	31	423	821	839	847	606	411	400	279	186	433	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	3389	6653	6967	7206	5338	3733	3780	2807	1843	4789	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	2886	5986	6349	6548	4950	3469	3515	2607	1728	4436	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272800	6803600	20642980	29149880	38143680	33251880	26685200	29847820	23645460	17613980	53935900	2225120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9940	19960	30000	40000	49960	60000	70000	80000	90000	99900	199540	245800	0	0	0	0	0	0	0	0	
765000	0	0	0	0	0	0	31	424	824	840	849	607	411	401	279	186	433	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	3397	6677	6975	7222	5346	3733	3788	2807	1843	4789	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	2893	6005	6357	6563	4958	3469	3522	2607	1728	4436	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272800	6819620	20718160	29182360	38227340	33308680	26685200	29922880	23645460	17613980	53935900	2225120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9940	19960	30000	40000	49960	60000	70000	80000	90000	99900	199540	245800	0	0	0	0	0	0	0	0	
766000	0	0	0	0	0	0	31	425	825	842	849	607	412	401	280	186	434	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	3405	6685	6991	7222	5346	3741	3788	2815	1843	4802	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	2901	6013	6372	6563	4958	3477	3522	2614	1728	4449	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272800	6836000	20743220	29256900	38227340	33308680	26745300	29922880	23733280	17613980	54083400	2225120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9940	19960	30000	40000	49960	60000	70000	80000	90000	99900	199540	245800	0	0	0	0	0	0	0	0	
767000	0	0	0	0	0	0	31	426	825	842	850	608	412	401	280	187	434	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	3413	6685	6991	7230	5354	3741	3788	2815	1856	4802	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	2909	6013	6372	6571	4965	3477	3522	2614	1740	4449	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272800	6850980	20743220	29256900	38270760	33359960	26745300	29922880	23733280	17704720	54083400	2225120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9940	19960	30000	40000	49960	60000	70000	80000	90000	99900	199540	245800	0	0	0	0	0	0	0	0	
768000	0	0	0	0	0	0	31	427	825	844	852	609	412	401	282	188	435	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	3421	6685	7007	7246	5362	3741	3788	2831	1864	4810	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	2914	6013	6385	6586	4973	3477	3522	2629	1748	4457	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272800	6867360	20743220	29325980	38353240	33417500	26745300	29922880	23902760	17797920	54199520	2225120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9940	19960	30000	40000	49960	60000	70000	80000	90000	99900	199540	245800	0	0	0	0	0	0	0	0	
769000	0	0	0	0	0	0	31	428	826	844	852	609	413	401	282	188	435	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	3429	6693	7007	7246	5362	3749	3788	2831	1864	4810	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	2922	6021	6385	6586	4973	3485	3522	2629	1748	4457	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272800	6878480	20766460	29325980	38353240	33417500	26809220	29922880	23902760	17797920	54199520	2225120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9940	19960	30000	40000	49960	60000	70000	80000	90000	99900	199540	245800	0	0	0	0	0	0	0	0	
770000	0	0	0	0	0	0	31	428	826	847	853	609	414	402	282	188	435	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	3429	6693	7031	7259	5362	3757	3796	2831	1864	4810	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	2922	6021	6408	6598	4973	3493	3529	2629	1748	4457	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272800	6878480	20766460	29438240	38399020	33417500	26872020	29999400	23902760	17797920	54199520	2225120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9940	19960	30000	40000	49960	60000	70000	80000	90000	99900	199540	245800	0	0	0	0	0	0	0	0	
771000	0	0	0	0	0	0	31	428	826	848	854	609	415	404	282	188	437	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	3429	6693	7039	7272	5362	3765	3812	2831	1864	4856	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	2922	6021	6414	6610	4973	3501	3545	2629	1748	4501	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272800	6878480	20766460	29469000	38447180	33417500	26932300	30143100	23902760	17797920	54479300	2225120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9940	19960	30000	40000	49960	60000	70000	80000	90000	99900	199540	245800	0	0	0	0	0	0	0	0	
772000	0	0	0	0	0	0	31	429	827	849	856	609	415	405	282	188	438	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	3437	6701	7047	7288	5362	3765	3830	2831	1864	4869	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	2928	6028	6421	6626	4973	3501	3562	2629	1748	4514	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272800	6890680	20795360	29502880	38537520	33417500	26932300	30219160	23902760	17797920	54586560	2225120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9940	19960	30000	40000	49960	60000	70000	80000	90000	99900	199540	245800	0	0	0	0	0	0	0	0	
773000	0	0	0	0	0	0	31	429	827	849	859	610	415	405	283	188	439	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	3437	6701	7047	7312	5375	3765	3830	2844	1864	4877	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	2928	6028	6421	6647	4984	3501	3562	2640	1748	4521	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272800	6890680	20795360	29502880	38667280	33475540	26932300	30219160	23982920	17797920	54708140	2225120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9940	19960	30000	40000	49960	60000	70000	80000	90000	99900	199540	245800	0	0	0	0	0	0	0	0	
774000	0	0	0	0	0	0	31	429	829	852	860	610	415	405	284	188	439	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	3437	6717	7071	7325	5375	3765	3830	2852	1864	4877	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	2928	6042	6443	6660	4984	3501	3562	2647	1748	4521	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272800	6890680	20844900	29607820	38715680	33475540	26932300	30219160	24063820	17797920	54708140	2225120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9940	19960	30000	40000	49960	60000	70000	80000	90000	99900	199540	245800	0	0	0	0	0	0	0	0	
775000	0	0	0	0	0	0	31	431	830	853	860	611	415	405	284	188	440	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	3453	6725	7079	7325	5383	3765	3830	2852	1864	4885	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	2943	6048	6447	6660	4992	3501	3562	2647	1748	4529	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272800	6915180	20871540	29641620	38715680	33526560	26932300	30219160	24063820	17797920	54822740	2225120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9940	19960	30000	40000	49960	60000	70000	80000	90000	99900	199540	245800	0	0	0	0	0	0	0	0	
776000	0	0	0	0	0	0	31	434	833	857	864	611	415	406	284	188	440	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	3477	6749	7111	7357	5383	3765	3838	2852	1864	4885	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	2966	6070	6478	6688	4992	3501	3570	2647	1748	4529	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272800	6965840	20947040	29777900	38886940	33526560	26932300	30292220	24063820	17797920	54822740	2225120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9940	19960	30000	40000	49960	60000	70000	80000	90000	99900	199540	245800	0	0	0	0	0	0	0	0	
777000	0	0	0	0	0	0	31	435	836	857	864	614	417	406	284	188	440	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	3485	6773	7111	7357	5407	3781	3838	2852	1864	4885	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	2973	6091	6478	6688	5014	3517	3570	2647	1748	4529	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272800	6981040	21021700	29777900	38886940	33691120	27057960	30292220	24063820	17797920	54822740	2225120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9940	19960	30000	40000	49960	60000	70000	80000	90000	99900	199540	245800	0	0	0	0	0	0	0	0	
