Num of Spin	TotalWinAmount	Total CoinIn	Total CoinOut	PayBack	Win Standard Deviation	RTP Standard Deviation	Win Tier 0 Count	Win Tier 1 Count	Win Tier 2 Count	Win Tier 3 Count	Win Tier 4 Count	Win Tier 5 Count	Win Tier 6 Count	Win Tier 7 Count	Win Tier 8 Count	Win Tier 9 Count	Win Tier 10 Count	Win Tier 11 Count	Win Tier 12 Count	Win Tier 13 Count	Win Tier 14 Count	Win Tier 15 Count	Win Tier 16 Count	Win Tier 17 Count	Win Tier 18 Count	Win Tier 19 Count	Win Tier 20 Count	Win Tier 21 Count	Win Tier 22 Count	Win Tier 23 Count	Win Tier 24 Count	Win Tier 25 Count	Win Tier 0 TotalWin	Win Tier 1 TotalWin	Win Tier 2 TotalWin	Win Tier 3 TotalWin	Win Tier 4 TotalWin	Win Tier 5 TotalWin	Win Tier 6 TotalWin	Win Tier 7 TotalWin	Win Tier 8 TotalWin	Win Tier 9 TotalWin	Win Tier 10 TotalWin	Win Tier 11 TotalWin	Win Tier 12 TotalWin	Win Tier 13 TotalWin	Win Tier 14 TotalWin	Win Tier 15 TotalWin	Win Tier 16 TotalWin	Win Tier 17 TotalWin	Win Tier 18 TotalWin	Win Tier 19 TotalWin	Win Tier 20 TotalWin	Win Tier 21 TotalWin	Win Tier 22 TotalWin	Win Tier 23 TotalWin	Win Tier 24 TotalWin	Win Tier 25 TotalWin	Base 0 Total Max Pay	Base 1 Total Max Pay	Base 2 Total Max Pay	Base 3 Total Max Pay	Base 4 Total Max Pay	Base 5 Total Max Pay	Base 6 Total Max Pay	Base 7 Total Max Pay	Base 8 Total Max Pay	Base 9 Total Max Pay	Base 10 Total Max Pay	Base 11 Total Max Pay	Base 12 Total Max Pay	Base 13 Total Max Pay	Base 14 Total Max Pay	Base 15 Total Max Pay	Base 16 Total Max Pay	Base 17 Total Max Pay	Base 18 Total Max Pay	Base 19 Total Max Pay	Base 20 Total Max Pay	Base 21 Total Max Pay	Base 22 Total Max Pay	Base 23 Total Max Pay	Base 24 Total Max Pay	Base 25 Total Max Pay	Fs 0 Total Max Pay	Fs 1 Total Max Pay	Fs 2 Total Max Pay	Fs 3 Total Max Pay	Fs 4 Total Max Pay	Fs 5 Total Max Pay	Fs 6 Total Max Pay	Fs 7 Total Max Pay	Fs 8 Total Max Pay	Fs 9 Total Max Pay	Fs 10 Total Max Pay	Fs 11 Total Max Pay	Fs 12 Total Max Pay	Fs 13 Total Max Pay	Fs 14 Total Max Pay	Fs 15 Total Max Pay	Fs 16 Total Max Pay	Fs 17 Total Max Pay	Fs 18 Total Max Pay	Fs 19 Total Max Pay	Fs 20 Total Max Pay	Fs 21 Total Max Pay	Fs 22 Total Max Pay	Fs 23 Total Max Pay	Fs 24 Total Max Pay	Fs 25 Total Max Pay	Bonus 0 Total Max Pay	Bonus 1 Total Max Pay	Bonus 2 Total Max Pay	Bonus 3 Total Max Pay	Bonus 4 Total Max Pay	Bonus 5 Total Max Pay	Bonus 6 Total Max Pay	Bonus 7 Total Max Pay	Bonus 8 Total Max Pay	Bonus 9 Total Max Pay	Bonus 10 Total Max Pay	Bonus 11 Total Max Pay	Bonus 12 Total Max Pay	Bonus 13 Total Max Pay	Bonus 14 Total Max Pay	Bonus 15 Total Max Pay	Bonus 16 Total Max Pay	Bonus 17 Total Max Pay	Bonus 18 Total Max Pay	Bonus 19 Total Max Pay	Bonus 20 Total Max Pay	Bonus 21 Total Max Pay	Bonus 22 Total Max Pay	Bonus 23 Total Max Pay	Bonus 24 Total Max Pay	Bonus 25 Total Max Pay	Max Pay 0 Total Hit	Max Pay 1 Total Hit	Max Pay 2 Total Hit	Max Pay 3 Total Hit	Max Pay 4 Total Hit	Max Pay 5 Total Hit	Max Pay 6 Total Hit	Max Pay 7 Total Hit	Max Pay 8 Total Hit	Max Pay 9 Total Hit	Max Pay 10 Total Hit	Max Pay 11 Total Hit	Max Pay 12 Total Hit	Max Pay 13 Total Hit	Max Pay 14 Total Hit	Max Pay 15 Total Hit	Max Pay 16 Total Hit	Max Pay 17 Total Hit	Max Pay 18 Total Hit	Max Pay 19 Total Hit	Max Pay 20 Total Hit	Max Pay 21 Total Hit	Max Pay 22 Total Hit	Max Pay 23 Total Hit	Max Pay 24 Total Hit	Max Pay 25 Total Hit	Max Pay 0 Award	Max Pay 1 Award	Max Pay 2 Award	Max Pay 3 Award	Max Pay 4 Award	Max Pay 5 Award	Max Pay 6 Award	Max Pay 7 Award	Max Pay 8 Award	Max Pay 9 Award	Max Pay 10 Award	Max Pay 11 Award	Max Pay 12 Award	Max Pay 13 Award	Max Pay 14 Award	Max Pay 15 Award	Max Pay 16 Award	Max Pay 17 Award	Max Pay 18 Award	Max Pay 19 Award	Max Pay 20 Award	Max Pay 21 Award	Max Pay 22 Award	Max Pay 23 Award	Max Pay 24 Award	Max Pay 25 Award	Base 0 Total Pay	Base 1 Total Pay	Base 2 Total Pay	Base 3 Total Pay	Base 4 Total Pay	Base 5 Total Pay	Base 6 Total Pay	Base 7 Total Pay	Base 8 Total Pay	Base 9 Total Pay	Base 10 Total Pay	Base 11 Total Pay	Base 12 Total Pay	Base 13 Total Pay	Base 14 Total Pay	Base 15 Total Pay	Base 16 Total Pay	Base 17 Total Pay	Base 18 Total Pay	Base 19 Total Pay	Base 20 Total Pay	Base 21 Total Pay	Base 22 Total Pay	Base 23 Total Pay	Base 24 Total Pay	Base 25 Total Pay	Fs 0 Total Pay	Fs 1 Total Pay	Fs 2 Total Pay	Fs 3 Total Pay	Fs 4 Total Pay	Fs 5 Total Pay	Fs 6 Total Pay	Fs 7 Total Pay	Fs 8 Total Pay	Fs 9 Total Pay	Fs 10 Total Pay	Fs 11 Total Pay	Fs 12 Total Pay	Fs 13 Total Pay	Fs 14 Total Pay	Fs 15 Total Pay	Fs 16 Total Pay	Fs 17 Total Pay	Fs 18 Total Pay	Fs 19 Total Pay	Fs 20 Total Pay	Fs 21 Total Pay	Fs 22 Total Pay	Fs 23 Total Pay	Fs 24 Total Pay	Fs 25 Total Pay	Bonus 0 Total Pay	Bonus 1 Total Pay	Bonus 2 Total Pay	Bonus 3 Total Pay	Bonus 4 Total Pay	Bonus 5 Total Pay	Bonus 6 Total Pay	Bonus 7 Total Pay	Bonus 8 Total Pay	Bonus 9 Total Pay	Bonus 10 Total Pay	Bonus 11 Total Pay	Bonus 12 Total Pay	Bonus 13 Total Pay	Bonus 14 Total Pay	Bonus 15 Total Pay	Bonus 16 Total Pay	Bonus 17 Total Pay	Bonus 18 Total Pay	Bonus 19 Total Pay	Bonus 20 Total Pay	Bonus 21 Total Pay	Bonus 22 Total Pay	Bonus 23 Total Pay	Bonus 24 Total Pay	Bonus 25 Total Pay	Fs1 Total Entries	Fs1 Total Win	Fs1 Win StdDev	Fs1 RTP StdDev	
929000	0.0	929000000	8.9299306E8	0.9612411840688913	5563.03015404095	5.64546624369638	672642	166122	22524	11583	9512	6702	19982	11392	3383	1215	1133	742	500	493	332	226	503	13	1	0	0	0	0	0	0	0	0	65252480	35899460	30346520	34798820	31558760	147086640	149932340	79715700	42114240	50828020	40683580	32447960	36818700	28143120	21391760	62777380	2877280	320300	0	0	0	0	0	0	0	0	3919000	13838000	8403000	14768000	12415000	16330060	7440000	450000	1280000	800	400	0	160000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9940	0	120000	160000	99200	119600	70000	80000	90000	199800	199540	245800	320300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	672642	3919	6919	2801	3692	2483	1634	372	19	36	2	2	1	3	1	2	1	1	1	0	0	0	0	0	0	0	0	1000	2000	3000	4000	5000	10000	20000	30000	40000	50000	60000	70000	80000	90000	99900	199540	245800	320300	0	0	0	0	0	0	0	0	65252480	35899460	30346520	34798820	31558760	146772480	141643040	54620780	5722320	5023900	462140	151720	319680	16700	8660	25680	1720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	314160	8289300	25094920	36391920	45804120	40221440	32296240	36499020	28126420	21383100	62751700	2875560	320300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6410	340368200	31331.211803485723	61.3400451203806	
930000	200.0	930000000	8.9403384E8	0.9613267096774194	5564.2506001569345	5.64668343225316	673369	166306	22549	11594	9521	6705	20000	11407	3385	1215	1134	742	502	494	333	226	504	13	1	0	0	0	0	0	0	0	0	65322300	35940100	30374940	34832280	31573760	147220760	150144740	79760200	42114240	50875560	40683580	32581660	36893800	28224000	21391760	62902580	2877280	320300	0	0	0	0	0	0	0	0	3924000	13854000	8412000	14780000	12430000	16350060	7480000	450000	1280000	800	400	0	160000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9940	0	120000	160000	99200	119600	70000	80000	90000	199800	199540	245800	320300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	673369	3924	6927	2804	3695	2486	1636	374	19	36	2	2	1	3	1	2	1	1	1	0	0	0	0	0	0	0	0	1000	2000	3000	4000	5000	10000	20000	30000	40000	50000	60000	70000	80000	90000	99900	199540	245800	320300	0	0	0	0	0	0	0	0	65322300	35940100	30374940	34832280	31573760	146906600	141855440	54665280	5722320	5023900	462140	151720	319680	16700	8660	25680	1720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	314160	8289300	25094920	36391920	45851660	40221440	32429940	36574120	28207300	21383100	62876900	2875560	320300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6416	340830620	31333.632450450114	61.36055376019087	
931000	0.0	931000000	8.9505414E8	0.9613900537056927	5565.064162354597	5.647495902298999	674091	166490	22563	11608	9533	6715	20024	11420	3386	1216	1134	744	502	494	334	227	505	13	1	0	0	0	0	0	0	0	0	65395620	35962820	30413460	34876380	31620500	147387080	150319180	79784800	42144640	50875560	40787740	32581660	36893800	28312120	21487500	63013700	2877280	320300	0	0	0	0	0	0	0	0	3927000	13862000	8430000	14796000	12440000	16360060	7480000	450000	1280000	800	400	0	160000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9940	0	120000	160000	99200	119600	70000	80000	90000	199800	199540	245800	320300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	674091	3927	6931	2810	3699	2488	1637	374	19	36	2	2	1	3	1	2	1	1	1	0	0	0	0	0	0	0	0	1000	2000	3000	4000	5000	10000	20000	30000	40000	50000	60000	70000	80000	90000	99900	199540	245800	320300	0	0	0	0	0	0	0	0	65395620	35962820	30413460	34876380	31620500	147072920	142010860	54689880	5752720	5023900	462300	151720	319680	16700	8860	25680	1720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	314160	8308320	25094920	36391920	45851660	40325440	32429940	36574120	28295420	21478640	62988020	2875560	320300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6422	341248420	31337.761371831944	61.3759257789676	
932000	0.0	932000000	8.9556812E8	0.96091	5563.004573306573	5.645384655692295	674856	166664	22581	11615	9536	6721	20039	11429	3387	1217	1134	744	502	495	334	227	505	13	1	0	0	0	0	0	0	0	0	65462780	35990020	30432460	34887780	31648200	147499280	150442480	79807400	42175840	50875560	40787740	32581660	36966020	28312120	21487500	63013700	2877280	320300	0	0	0	0	0	0	0	0	3930000	13870000	8430000	14804000	12450000	16370060	7520000	450000	1280000	800	400	0	160000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9940	0	120000	160000	99200	119600	70000	80000	90000	199800	199540	245800	320300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	674856	3930	6935	2810	3701	2490	1638	376	19	36	2	2	1	3	1	2	1	1	1	0	0	0	0	0	0	0	0	1000	2000	3000	4000	5000	10000	20000	30000	40000	50000	60000	70000	80000	90000	99900	199540	245800	320300	0	0	0	0	0	0	0	0	65462780	35990020	30432460	34887780	31648200	147185120	142134160	54712480	5783920	5023900	462300	151720	320880	16700	8860	25680	1720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	314160	8308320	25094920	36391920	45851660	40325440	32429940	36645140	28295420	21478640	62988020	2875560	320300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6423	341319440	31336.116081491455	61.37747966572384	
933000	600.0	933000000	8.9636386E8	0.9607329689174705	5561.680903234357	5.644050168714238	675600	166835	22598	11630	9541	6726	20063	11440	3390	1219	1136	744	502	496	334	227	505	13	1	0	0	0	0	0	0	0	0	65534560	36016660	30472800	34905580	31672200	147665260	150581380	79880600	42240540	50969480	40787740	32581660	37044500	28312120	21487500	63013700	2877280	320300	0	0	0	0	0	0	0	0	3934000	13882000	8448000	14812000	12465000	16380060	7520000	450000	1280000	800	400	0	160000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9940	0	120000	160000	99200	119600	70000	80000	90000	199800	199540	245800	320300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	675600	3934	6941	2816	3703	2493	1639	376	19	36	2	2	1	3	1	2	1	1	1	0	0	0	0	0	0	0	0	1000	2000	3000	4000	5000	10000	20000	30000	40000	50000	60000	70000	80000	90000	99900	199540	245800	320300	0	0	0	0	0	0	0	0	65534560	36016660	30472800	34905580	31672200	147351100	142273060	54735480	5814120	5023900	462300	151720	321080	16700	8860	25680	1720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	314160	8308320	25145120	36426420	45945580	40325440	32429940	36723420	28295420	21478640	62988020	2875560	320300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6429	341576340	31328.021948913512	61.365062912286845	
934000	0.0	934000000	8.9743528E8	0.9608514775160599	5562.325061016109	5.6447050982535085	676331	167009	22617	11648	9548	6734	20080	11455	3393	1220	1139	744	504	496	334	229	505	13	1	0	0	0	0	0	0	0	0	65608240	36046760	30520660	34929380	31709800	147785300	150762700	79948840	42275240	51105060	40787740	32710620	37044500	28312120	21677040	63013700	2877280	320300	0	0	0	0	0	0	0	0	3940000	13894000	8466000	14816000	12475000	16390060	7520000	450000	1280000	800	400	0	160000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9940	0	120000	160000	99200	119600	70000	80000	90000	199800	199540	245800	320300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	676331	3940	6947	2822	3704	2495	1640	376	19	36	2	2	1	3	1	2	1	1	1	0	0	0	0	0	0	0	0	1000	2000	3000	4000	5000	10000	20000	30000	40000	50000	60000	70000	80000	90000	99900	199540	245800	320300	0	0	0	0	0	0	0	0	65608240	36046760	30520660	34929380	31709800	147471140	142454380	54803720	5814320	5069100	462300	153320	321080	16700	9060	25680	1720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	314160	8308320	25145120	36460920	46035960	40325440	32557300	36723420	28295420	21667980	62988020	2875560	320300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6436	342017920	31321.27724382559	61.37092823573535	
935000	4200.0	935000000	8.9834812E8	0.960800128342246	5561.260937213183	5.64364776526603	677057	167179	22635	11664	9561	6743	20108	11466	3397	1221	1141	745	504	496	335	229	505	13	1	0	0	0	0	0	0	0	0	65672500	36076160	30563780	34975200	31751000	147988220	150902600	80041980	42306040	51191120	40837940	32710620	37044500	28398140	21677040	63013700	2877280	320300	0	0	0	0	0	0	0	0	3945000	13910000	8481000	14832000	12480000	16400060	7520000	450000	1280000	800	400	0	160000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9940	0	120000	160000	99200	119600	70000	80000	90000	199800	199540	245800	320300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	677057	3945	6955	2827	3708	2496	1641	376	19	36	2	2	1	3	1	2	1	1	1	0	0	0	0	0	0	0	0	1000	2000	3000	4000	5000	10000	20000	30000	40000	50000	60000	70000	80000	90000	99900	199540	245800	320300	0	0	0	0	0	0	0	0	65672500	36076160	30563780	34975200	31751000	147674060	142594280	54845320	5845120	5069100	462360	153320	321080	16700	9060	25680	1720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	314160	8308320	25196660	36460920	46122020	40375580	32557300	36723420	28381440	21667980	62988020	2875560	320300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6442	342291680	31313.63071370656	61.361006863356494	
936000	0.0	936000000	8.9917984E8	0.9606622222222222	5560.306449458433	5.642683733569567	677791	167367	22659	11673	9565	6746	20120	11482	3402	1222	1143	746	504	496	336	229	505	13	1	0	0	0	0	0	0	0	0	65748480	36117400	30587900	34990300	31764600	148078440	151102340	80147660	42340560	51277940	40895740	32710620	37044500	28485040	21677040	63013700	2877280	320300	0	0	0	0	0	0	0	0	3949000	13934000	8487000	14836000	12480000	16420060	7520000	450000	1280000	800	400	0	160000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9940	0	120000	160000	99200	119600	70000	80000	90000	199800	199540	245800	320300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	677791	3949	6967	2829	3709	2496	1643	376	19	36	2	2	1	3	1	2	1	1	1	0	0	0	0	0	0	0	0	1000	2000	3000	4000	5000	10000	20000	30000	40000	50000	60000	70000	80000	90000	99900	199540	245800	320300	0	0	0	0	0	0	0	0	65748480	36117400	30587900	34990300	31764600	147764280	142794020	54909120	5845120	5112300	462360	153320	321080	16700	9060	25680	1720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	314160	8308320	25238540	36495440	46165640	40433380	32557300	36723420	28468340	21667980	62988020	2875560	320300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6448	342556400	31308.153887029108	61.350998312710466	
937000	0.0	937000000	9.0035084E8	0.9608867022411953	5563.543273981483	5.6459115310111905	678520	167548	22681	11686	9573	6754	20141	11487	3405	1225	1145	747	504	497	336	229	508	13	1	0	0	0	0	0	0	0	0	65817980	36150560	30621720	35019020	31801200	148218040	151168140	80213860	42444980	51372300	40954960	32710620	37118720	28485040	21677040	63379080	2877280	320300	0	0	0	0	0	0	0	0	3954000	13942000	8496000	14844000	12490000	16420060	7520000	450000	1280000	800	400	0	160000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9940	0	120000	160000	99200	119600	70000	80000	90000	199800	199540	245800	320300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	678520	3954	6971	2832	3711	2498	1643	376	19	36	2	2	1	3	1	2	1	1	1	0	0	0	0	0	0	0	0	1000	2000	3000	4000	5000	10000	20000	30000	40000	50000	60000	70000	80000	90000	99900	199540	245800	320300	0	0	0	0	0	0	0	0	65817980	36150560	30621720	35019020	31801200	147903880	142859820	54975320	5876920	5158300	462360	153320	321080	16700	9060	25780	1720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	314160	8308320	25238540	36568060	46214000	40492600	32557300	36797640	28468340	21667980	63353300	2875560	320300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6456	343176100	31327.86006473216	61.3869891337267	
938000	0.0	938000000	9.0106534E8	0.9606240298507462	5562.261893989214	5.644604140597266	679263	167731	22691	11696	9583	6761	20162	11497	3408	1226	1146	747	504	497	336	230	508	13	1	0	0	0	0	0	0	0	0	65893220	36166080	30645340	35052820	31833600	148373560	151294880	80283720	42482180	51419200	40954960	32710620	37118720	28485040	21774740	63379080	2877280	320300	0	0	0	0	0	0	0	0	3961000	13946000	8496000	14848000	12500000	16450060	7520000	450000	1280000	800	400	0	160000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9940	0	120000	160000	99200	119600	70000	80000	90000	199800	199540	245800	320300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	679263	3961	6973	2832	3712	2500	1646	376	19	36	2	2	1	3	1	2	1	1	1	0	0	0	0	0	0	0	0	1000	2000	3000	4000	5000	10000	20000	30000	40000	50000	60000	70000	80000	90000	99900	199540	245800	320300	0	0	0	0	0	0	0	0	65893220	36166080	30645340	35052820	31833600	148059400	142986560	55018780	5876920	5158300	462360	153320	321080	16700	9060	25780	1720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	314160	8308320	25264940	36605260	46260900	40492600	32557300	36797640	28468340	21765680	63353300	2875560	320300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6460	343384300	31325.55746479025	61.385225042177645	
939000	0.0	939000000	9.022159E8	0.9608263045793397	5564.813285064055	5.647152741443573	679987	167906	22711	11711	9595	6766	20186	11510	3415	1227	1147	748	504	497	336	230	510	13	1	0	0	0	0	0	0	0	0	65960920	36196760	30682920	35096860	31857500	148546420	151476820	80443140	42512320	51465100	41013280	32710620	37118720	28485040	21774740	63677160	2877280	320300	0	0	0	0	0	0	0	0	3964000	13956000	8499000	14872000	12510000	16480060	7520000	450000	1280000	800	400	0	160000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9940	0	120000	160000	99200	119600	70000	80000	90000	199800	199540	245800	320300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	679987	3964	6978	2833	3718	2502	1649	376	19	36	2	2	1	3	1	2	1	1	1	0	0	0	0	0	0	0	0	1000	2000	3000	4000	5000	10000	20000	30000	40000	50000	60000	70000	80000	90000	99900	199540	245800	320300	0	0	0	0	0	0	0	0	65960920	36196760	30682920	35096860	31857500	148232260	143135880	55108000	5876920	5158300	462360	153320	321080	16700	9060	25780	1720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	314160	8340940	25335140	36635400	46306800	40550920	32557300	36797640	28468340	21765680	63651380	2875560	320300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6470	343919560	31361.5317557181	61.40408328306042	
940000	0.0	940000000	9.0294122E8	0.9605757659574468	5562.957451386832	5.645281340029192	680716	168085	22738	11722	9604	6774	20204	11523	3419	1228	1147	748	505	497	336	230	510	13	1	0	0	0	0	0	0	0	0	66035800	36240580	30711560	35129580	31895200	148680040	151654340	80536140	42548320	51465100	41013280	32778040	37118720	28485040	21774740	63677160	2877280	320300	0	0	0	0	0	0	0	0	3973000	13978000	8511000	14880000	12530000	16510060	7520000	450000	1280000	800	400	0	160000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9940	0	120000	160000	99200	119600	70000	80000	90000	199800	199540	245800	320300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	680716	3973	6989	2837	3720	2506	1652	376	19	36	2	2	1	3	1	2	1	1	1	0	0	0	0	0	0	0	0	1000	2000	3000	4000	5000	10000	20000	30000	40000	50000	60000	70000	80000	90000	99900	199540	245800	320300	0	0	0	0	0	0	0	0	66035800	36240580	30711560	35129580	31895200	148365880	143297320	55201000	5912920	5158300	462360	153720	321080	16700	9060	25780	1720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	314160	8357020	25335140	36635400	46306800	40550920	32624320	36797640	28468340	21765680	63651380	2875560	320300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6472	344002660	31360.545565694443	61.400496129722534	
941000	0.0	941000000	9.0417716E8	0.9608683953241233	5566.663242982039	5.648982893751477	681437	168271	22759	11735	9615	6782	20222	11531	3422	1233	1148	749	506	497	337	230	512	13	1	0	0	0	0	0	0	0	0	66106520	36274080	30746060	35169480	31933300	148810060	151759340	80608540	42724340	51506740	41064800	32841540	37118720	28574540	21774740	63966780	2877280	320300	0	0	0	0	0	0	0	0	3974000	13988000	8520000	14900000	12540000	16520060	7520000	450000	1280000	800	400	0	160000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9940	0	120000	160000	99200	119600	70000	80000	90000	199800	199540	245800	320300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	681437	3974	6994	2840	3725	2508	1653	376	19	36	2	2	1	3	1	2	1	1	1	0	0	0	0	0	0	0	0	1000	2000	3000	4000	5000	10000	20000	30000	40000	50000	60000	70000	80000	90000	99900	199540	245800	320300	0	0	0	0	0	0	0	0	66106520	36274080	30746060	35169480	31933300	148495900	143402320	55245800	5913020	5158300	462360	153720	321080	16700	9060	25780	1720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	314160	8357020	25362740	36811320	46348440	40602440	32687820	36797640	28557840	21765680	63941000	2875560	320300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6484	344741960	31387.033302128846	61.42748082039642	
942000	0.0	942000000	9.050386E8	0.9607628450106157	5565.596256222857	5.64791350249201	682190	168429	22784	11746	9622	6784	20241	11548	3426	1234	1149	749	507	498	337	230	512	13	1	0	0	0	0	0	0	0	0	66173220	36316160	30775560	35195180	31943100	148946580	151996860	80702700	42755540	51548340	41064800	32910400	37196520	28574540	21774740	63966780	2877280	320300	0	0	0	0	0	0	0	0	3980000	14010000	8532000	14912000	12545000	16530060	7540000	450000	1280000	800	400	0	160000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9940	0	120000	160000	99200	119600	70000	80000	90000	199800	199540	245800	320300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	682190	3980	7005	2844	3728	2509	1654	377	19	36	2	2	1	3	1	2	1	1	1	0	0	0	0	0	0	0	0	1000	2000	3000	4000	5000	10000	20000	30000	40000	50000	60000	70000	80000	90000	99900	199540	245800	320300	0	0	0	0	0	0	0	0	66173220	36316160	30775560	35195180	31943100	148632420	143639840	55288600	5944220	5199900	462360	153720	321080	16700	9060	25780	1720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	314160	8357020	25414100	36811320	46348440	40602440	32756680	36875440	28557840	21765680	63941000	2875560	320300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6488	344939980	31383.231789384587	61.42359711062133	
