Num of Spin	Line	BetPerLine	TotalCoinIn	FreeSpin TotalTimes	fsTimes	Symbol1	FreeSpin 2 Symbol1 Hit 	FreeSpin 3 Symbol1 Hit 	FreeSpin 4 Symbol1 Hit 	FreeSpin 5 Symbol1 Hit 	FreeSpin Symbol1 Total Hit 	FreeSpin 2 Symbol1 win 	FreeSpin 3 Symbol1 win 	FreeSpin 4 Symbol1 win 	FreeSpin 5 Symbol1 win 	FreeSpin Symbol1 Total Win Pay 	Symbol2	FreeSpin 2 Symbol2 Hit 	FreeSpin 3 Symbol2 Hit 	FreeSpin 4 Symbol2 Hit 	FreeSpin 5 Symbol2 Hit 	FreeSpin Symbol2 Total Hit 	FreeSpin 2 Symbol2 win 	FreeSpin 3 Symbol2 win 	FreeSpin 4 Symbol2 win 	FreeSpin 5 Symbol2 win 	FreeSpin Symbol2 Total Win Pay 	Symbol3	FreeSpin 2 Symbol3 Hit 	FreeSpin 3 Symbol3 Hit 	FreeSpin 4 Symbol3 Hit 	FreeSpin 5 Symbol3 Hit 	FreeSpin Symbol3 Total Hit 	FreeSpin 2 Symbol3 win 	FreeSpin 3 Symbol3 win 	FreeSpin 4 Symbol3 win 	FreeSpin 5 Symbol3 win 	FreeSpin Symbol3 Total Win Pay 	Symbol4	FreeSpin 2 Symbol4 Hit 	FreeSpin 3 Symbol4 Hit 	FreeSpin 4 Symbol4 Hit 	FreeSpin 5 Symbol4 Hit 	FreeSpin Symbol4 Total Hit 	FreeSpin 2 Symbol4 win 	FreeSpin 3 Symbol4 win 	FreeSpin 4 Symbol4 win 	FreeSpin 5 Symbol4 win 	FreeSpin Symbol4 Total Win Pay 	Symbol5	FreeSpin 2 Symbol5 Hit 	FreeSpin 3 Symbol5 Hit 	FreeSpin 4 Symbol5 Hit 	FreeSpin 5 Symbol5 Hit 	FreeSpin Symbol5 Total Hit 	FreeSpin 2 Symbol5 win 	FreeSpin 3 Symbol5 win 	FreeSpin 4 Symbol5 win 	FreeSpin 5 Symbol5 win 	FreeSpin Symbol5 Total Win Pay 	Symbol6	FreeSpin 2 Symbol6 Hit 	FreeSpin 3 Symbol6 Hit 	FreeSpin 4 Symbol6 Hit 	FreeSpin 5 Symbol6 Hit 	FreeSpin Symbol6 Total Hit 	FreeSpin 2 Symbol6 win 	FreeSpin 3 Symbol6 win 	FreeSpin 4 Symbol6 win 	FreeSpin 5 Symbol6 win 	FreeSpin Symbol6 Total Win Pay 	Symbol7	FreeSpin 2 Symbol7 Hit 	FreeSpin 3 Symbol7 Hit 	FreeSpin 4 Symbol7 Hit 	FreeSpin 5 Symbol7 Hit 	FreeSpin Symbol7 Total Hit 	FreeSpin 2 Symbol7 win 	FreeSpin 3 Symbol7 win 	FreeSpin 4 Symbol7 win 	FreeSpin 5 Symbol7 win 	FreeSpin Symbol7 Total Win Pay 	Symbol8	FreeSpin 2 Symbol8 Hit 	FreeSpin 3 Symbol8 Hit 	FreeSpin 4 Symbol8 Hit 	FreeSpin 5 Symbol8 Hit 	FreeSpin Symbol8 Total Hit 	FreeSpin 2 Symbol8 win 	FreeSpin 3 Symbol8 win 	FreeSpin 4 Symbol8 win 	FreeSpin 5 Symbol8 win 	FreeSpin Symbol8 Total Win Pay 	Symbol9	FreeSpin 2 Symbol9 Hit 	FreeSpin 3 Symbol9 Hit 	FreeSpin 4 Symbol9 Hit 	FreeSpin 5 Symbol9 Hit 	FreeSpin Symbol9 Total Hit 	FreeSpin 2 Symbol9 win 	FreeSpin 3 Symbol9 win 	FreeSpin 4 Symbol9 win 	FreeSpin 5 Symbol9 win 	FreeSpin Symbol9 Total Win Pay 	Symbol10	FreeSpin 2 Symbol10 Hit 	FreeSpin 3 Symbol10 Hit 	FreeSpin 4 Symbol10 Hit 	FreeSpin 5 Symbol10 Hit 	FreeSpin Symbol10 Total Hit 	FreeSpin 2 Symbol10 win 	FreeSpin 3 Symbol10 win 	FreeSpin 4 Symbol10 win 	FreeSpin 5 Symbol10 win 	FreeSpin Symbol10 Total Win Pay 	Symbol11	FreeSpin 2 Symbol11 Hit 	FreeSpin 3 Symbol11 Hit 	FreeSpin 4 Symbol11 Hit 	FreeSpin 5 Symbol11 Hit 	FreeSpin Symbol11 Total Hit 	FreeSpin 2 Symbol11 win 	FreeSpin 3 Symbol11 win 	FreeSpin 4 Symbol11 win 	FreeSpin 5 Symbol11 win 	FreeSpin Symbol11 Total Win Pay 	Symbol12	FreeSpin 2 Symbol12 Hit 	FreeSpin 3 Symbol12 Hit 	FreeSpin 4 Symbol12 Hit 	FreeSpin 5 Symbol12 Hit 	FreeSpin Symbol12 Total Hit 	FreeSpin 2 Symbol12 win 	FreeSpin 3 Symbol12 win 	FreeSpin 4 Symbol12 win 	FreeSpin 5 Symbol12 win 	FreeSpin Symbol12 Total Win Pay 	Symbol13	FreeSpin 2 Symbol13 Hit 	FreeSpin 3 Symbol13 Hit 	FreeSpin 4 Symbol13 Hit 	FreeSpin 5 Symbol13 Hit 	FreeSpin Symbol13 Total Hit 	FreeSpin 2 Symbol13 win 	FreeSpin 3 Symbol13 win 	FreeSpin 4 Symbol13 win 	FreeSpin 5 Symbol13 win 	FreeSpin Symbol13 Total Win Pay 	Symbol14	FreeSpin 2 Symbol14 Hit 	FreeSpin 3 Symbol14 Hit 	FreeSpin 4 Symbol14 Hit 	FreeSpin 5 Symbol14 Hit 	FreeSpin Symbol14 Total Hit 	FreeSpin 2 Symbol14 win 	FreeSpin 3 Symbol14 win 	FreeSpin 4 Symbol14 win 	FreeSpin 5 Symbol14 win 	FreeSpin Symbol14 Total Win Pay 	Symbol15	FreeSpin 2 Symbol15 Hit 	FreeSpin 3 Symbol15 Hit 	FreeSpin 4 Symbol15 Hit 	FreeSpin 5 Symbol15 Hit 	FreeSpin Symbol15 Total Hit 	FreeSpin 2 Symbol15 win 	FreeSpin 3 Symbol15 win 	FreeSpin 4 Symbol15 win 	FreeSpin 5 Symbol15 win 	FreeSpin Symbol15 Total Win Pay 	
333000	88	1	29304000	9136	9136	symbol1	0	185	20	3	208	0	154800	38500	10000	203300	symbol2	0	1746	276	23	2045	0	755400	256200	46800	1058400	symbol3	0	1185	104	12	1301	0	482000	80200	19600	581800	symbol4	0	2136	188	28	2352	0	460500	82300	26400	569200	symbol5	0	1662	439	70	2171	0	356400	180500	57400	594300	symbol6	0	2992	347	103	3442	0	509280	115360	74720	699360	symbol7	0	3258	425	119	3802	0	397620	112680	65760	576060	symbol8	0	3409	544	106	4059	0	289840	87880	34320	412040	symbol9	0	2110	476	65	2651	0	89410	59610	16560	165580	symbol10	0	2716	676	133	3525	0	112880	56280	20720	189880	symbol11	0	2733	353	125	3211	0	69312	14170	10100	93582	symbol12	0	150	0	0	150	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
334000	88	1	29392000	9200	9200	symbol1	0	185	20	3	208	0	154800	38500	10000	203300	symbol2	0	1764	278	24	2066	0	761300	257400	48400	1067100	symbol3	0	1195	106	12	1313	0	486700	81800	19600	588100	symbol4	0	2179	191	28	2398	0	470350	83200	26400	579950	symbol5	0	1665	440	70	2175	0	357400	181100	57400	595900	symbol6	0	3011	350	105	3466	0	512440	116880	76800	706120	symbol7	0	3277	428	119	3824	0	400890	113400	65760	580050	symbol8	0	3444	555	108	4107	0	292500	89760	34880	417140	symbol9	0	2124	480	65	2669	0	90090	60180	16560	166830	symbol10	0	2723	677	133	3533	0	113290	56340	20720	190350	symbol11	0	2754	358	125	3237	0	69804	14350	10100	94254	symbol12	0	151	0	0	151	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
335000	88	1	29480000	9200	9200	symbol1	0	185	20	3	208	0	154800	38500	10000	203300	symbol2	0	1764	278	24	2066	0	761300	257400	48400	1067100	symbol3	0	1195	106	12	1313	0	486700	81800	19600	588100	symbol4	0	2179	191	28	2398	0	470350	83200	26400	579950	symbol5	0	1665	440	70	2175	0	357400	181100	57400	595900	symbol6	0	3011	350	105	3466	0	512440	116880	76800	706120	symbol7	0	3277	428	119	3824	0	400890	113400	65760	580050	symbol8	0	3444	555	108	4107	0	292500	89760	34880	417140	symbol9	0	2124	480	65	2669	0	90090	60180	16560	166830	symbol10	0	2723	677	133	3533	0	113290	56340	20720	190350	symbol11	0	2754	358	125	3237	0	69804	14350	10100	94254	symbol12	0	151	0	0	151	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
336000	88	1	29568000	9224	9224	symbol1	0	185	20	3	208	0	154800	38500	10000	203300	symbol2	0	1767	278	24	2069	0	762500	257400	48400	1068300	symbol3	0	1198	106	12	1316	0	488200	81800	19600	589600	symbol4	0	2199	191	28	2418	0	473600	83200	26400	583200	symbol5	0	1665	440	70	2175	0	357400	181100	57400	595900	symbol6	0	3033	350	105	3488	0	514440	116880	76800	708120	symbol7	0	3285	428	119	3832	0	401640	113400	65760	580800	symbol8	0	3447	555	108	4110	0	292720	89760	34880	417360	symbol9	0	2131	484	65	2680	0	90300	60720	16560	167580	symbol10	0	2728	680	133	3541	0	113460	56560	20720	190740	symbol11	0	2763	358	125	3246	0	69990	14350	10100	94440	symbol12	0	151	0	0	151	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
337000	88	1	29656000	9264	9264	symbol1	0	185	20	3	208	0	154800	38500	10000	203300	symbol2	0	1770	279	24	2073	0	763800	258000	48400	1070200	symbol3	0	1206	106	12	1324	0	490800	81800	19600	592200	symbol4	0	2201	191	28	2420	0	474100	83200	26400	583700	symbol5	0	1668	444	70	2182	0	358000	182700	57400	598100	symbol6	0	3048	351	106	3505	0	516760	117120	77120	711000	symbol7	0	3297	438	122	3857	0	402720	115800	66840	585360	symbol8	0	3466	560	111	4137	0	294540	90760	36000	421300	symbol9	0	2136	489	65	2690	0	90450	61170	16560	168180	symbol10	0	2750	684	134	3568	0	114110	56920	20880	191910	symbol11	0	2784	358	125	3267	0	70614	14350	10100	95064	symbol12	0	151	0	0	151	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
338000	88	1	29744000	9288	9288	symbol1	0	185	20	3	208	0	154800	38500	10000	203300	symbol2	0	1775	281	24	2080	0	765500	259200	48400	1073100	symbol3	0	1209	106	12	1327	0	492000	81800	19600	593400	symbol4	0	2203	191	28	2422	0	474300	83200	26400	583900	symbol5	0	1680	444	70	2194	0	360400	182700	57400	600500	symbol6	0	3053	351	106	3510	0	517960	117120	77120	712200	symbol7	0	3302	438	122	3862	0	403740	115800	66840	586380	symbol8	0	3476	567	111	4154	0	296060	92840	36000	424900	symbol9	0	2148	495	66	2709	0	91390	62550	16920	170860	symbol10	0	2757	689	134	3580	0	114550	57560	20880	192990	symbol11	0	2793	364	126	3283	0	70842	14690	10160	95692	symbol12	0	152	0	0	152	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
339000	88	1	29832000	9304	9304	symbol1	0	185	20	3	208	0	154800	38500	10000	203300	symbol2	0	1780	281	24	2085	0	767000	259200	48400	1074600	symbol3	0	1209	106	12	1327	0	492000	81800	19600	593400	symbol4	0	2205	191	28	2424	0	474600	83200	26400	584200	symbol5	0	1680	444	70	2194	0	360400	182700	57400	600500	symbol6	0	3061	351	107	3519	0	518760	117120	77760	713640	symbol7	0	3302	438	122	3862	0	403740	115800	66840	586380	symbol8	0	3478	567	111	4156	0	296140	92840	36000	424980	symbol9	0	2148	495	66	2709	0	91390	62550	16920	170860	symbol10	0	2757	689	134	3580	0	114550	57560	20880	192990	symbol11	0	2793	364	126	3283	0	70842	14690	10160	95692	symbol12	0	152	0	0	152	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
340000	88	1	29920000	9328	9328	symbol1	0	187	20	3	210	0	155600	38500	10000	204100	symbol2	0	1784	281	24	2089	0	768200	259200	48400	1075800	symbol3	0	1209	106	12	1327	0	492000	81800	19600	593400	symbol4	0	2207	191	28	2426	0	475100	83200	26400	584700	symbol5	0	1680	444	70	2194	0	360400	182700	57400	600500	symbol6	0	3076	353	111	3540	0	520160	117520	79200	716880	symbol7	0	3308	438	122	3868	0	404280	115800	66840	586920	symbol8	0	3478	567	111	4156	0	296140	92840	36000	424980	symbol9	0	2148	495	66	2709	0	91390	62550	16920	170860	symbol10	0	2761	689	134	3584	0	114630	57560	20880	193070	symbol11	0	2828	364	126	3318	0	71460	14690	10160	96310	symbol12	0	152	0	0	152	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
341000	88	1	30008000	9344	9344	symbol1	0	187	20	3	210	0	155600	38500	10000	204100	symbol2	0	1784	281	24	2089	0	768200	259200	48400	1075800	symbol3	0	1209	106	12	1327	0	492000	81800	19600	593400	symbol4	0	2212	191	28	2431	0	476350	83200	26400	585950	symbol5	0	1680	444	70	2194	0	360400	182700	57400	600500	symbol6	0	3080	354	111	3545	0	520560	117680	79200	717440	symbol7	0	3309	439	123	3871	0	404400	116040	67320	587760	symbol8	0	3488	567	111	4166	0	297140	92840	36000	425980	symbol9	0	2151	496	66	2713	0	91450	62610	16920	170980	symbol10	0	2768	691	135	3594	0	114830	57640	20960	193430	symbol11	0	2842	364	126	3332	0	71676	14690	10160	96526	symbol12	0	152	0	0	152	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
342000	88	1	30096000	9344	9344	symbol1	0	187	20	3	210	0	155600	38500	10000	204100	symbol2	0	1784	281	24	2089	0	768200	259200	48400	1075800	symbol3	0	1209	106	12	1327	0	492000	81800	19600	593400	symbol4	0	2212	191	28	2431	0	476350	83200	26400	585950	symbol5	0	1680	444	70	2194	0	360400	182700	57400	600500	symbol6	0	3080	354	111	3545	0	520560	117680	79200	717440	symbol7	0	3309	439	123	3871	0	404400	116040	67320	587760	symbol8	0	3488	567	111	4166	0	297140	92840	36000	425980	symbol9	0	2151	496	66	2713	0	91450	62610	16920	170980	symbol10	0	2768	691	135	3594	0	114830	57640	20960	193430	symbol11	0	2842	364	126	3332	0	71676	14690	10160	96526	symbol12	0	152	0	0	152	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
343000	88	1	30184000	9352	9352	symbol1	0	187	20	3	210	0	155600	38500	10000	204100	symbol2	0	1784	281	24	2089	0	768200	259200	48400	1075800	symbol3	0	1211	106	12	1329	0	492400	81800	19600	593800	symbol4	0	2212	191	28	2431	0	476350	83200	26400	585950	symbol5	0	1682	444	70	2196	0	360700	182700	57400	600800	symbol6	0	3088	356	112	3556	0	521520	118160	79680	719360	symbol7	0	3322	439	123	3884	0	406110	116040	67320	589470	symbol8	0	3488	567	111	4166	0	297140	92840	36000	425980	symbol9	0	2151	496	66	2713	0	91450	62610	16920	170980	symbol10	0	2775	691	135	3601	0	115040	57640	20960	193640	symbol11	0	2842	364	126	3332	0	71676	14690	10160	96526	symbol12	0	152	0	0	152	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
344000	88	1	30272000	9392	9392	symbol1	0	187	20	3	210	0	155600	38500	10000	204100	symbol2	0	1795	281	25	2101	0	771900	259200	50000	1081100	symbol3	0	1220	106	12	1338	0	495400	81800	19600	596800	symbol4	0	2212	191	28	2431	0	476350	83200	26400	585950	symbol5	0	1693	445	70	2208	0	363900	183100	57400	604400	symbol6	0	3094	358	113	3565	0	522320	118800	80320	721440	symbol7	0	3338	444	123	3905	0	408390	116700	67320	592410	symbol8	0	3502	567	111	4180	0	298880	92840	36000	427720	symbol9	0	2152	497	66	2715	0	91480	62700	16920	171100	symbol10	0	2782	695	135	3612	0	115400	57920	20960	194280	symbol11	0	2858	364	126	3348	0	72270	14690	10160	97120	symbol12	0	154	0	0	154	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
345000	88	1	30360000	9424	9424	symbol1	0	187	20	3	210	0	155600	38500	10000	204100	symbol2	0	1800	281	25	2106	0	773300	259200	50000	1082500	symbol3	0	1225	106	12	1343	0	498000	81800	19600	599400	symbol4	0	2227	196	28	2451	0	479950	85200	26400	591550	symbol5	0	1702	448	70	2220	0	365300	184300	57400	607000	symbol6	0	3104	360	115	3579	0	523840	119280	81280	724400	symbol7	0	3343	445	123	3911	0	409020	116880	67320	593220	symbol8	0	3504	569	111	4184	0	299200	93240	36000	428440	symbol9	0	2159	497	66	2722	0	91830	62700	16920	171450	symbol10	0	2787	695	135	3617	0	115680	57920	20960	194560	symbol11	0	2868	366	126	3360	0	72480	14750	10160	97390	symbol12	0	155	0	0	155	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
346000	88	1	30448000	9464	9464	symbol1	0	187	20	3	210	0	155600	38500	10000	204100	symbol2	0	1815	285	26	2126	0	780700	263600	52400	1096700	symbol3	0	1226	106	13	1345	0	498600	81800	22000	602400	symbol4	0	2244	199	28	2471	0	483250	86100	26400	595750	symbol5	0	1703	449	70	2222	0	365450	184600	57400	607450	symbol6	0	3119	360	115	3594	0	525720	119280	81280	726280	symbol7	0	3350	448	124	3922	0	409560	117600	67800	594960	symbol8	0	3529	569	111	4209	0	301140	93240	36000	430380	symbol9	0	2159	497	66	2722	0	91830	62700	16920	171450	symbol10	0	2795	702	135	3632	0	116010	58500	20960	195470	symbol11	0	2884	367	127	3378	0	72840	14810	10280	97930	symbol12	0	155	0	0	155	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
347000	88	1	30536000	9472	9472	symbol1	0	187	20	3	210	0	155600	38500	10000	204100	symbol2	0	1815	285	26	2126	0	780700	263600	52400	1096700	symbol3	0	1226	106	13	1345	0	498600	81800	22000	602400	symbol4	0	2244	199	28	2471	0	483250	86100	26400	595750	symbol5	0	1703	449	70	2222	0	365450	184600	57400	607450	symbol6	0	3119	360	115	3594	0	525720	119280	81280	726280	symbol7	0	3354	450	124	3928	0	409830	117840	67800	595470	symbol8	0	3532	569	111	4212	0	301260	93240	36000	430500	symbol9	0	2166	497	66	2729	0	92040	62700	16920	171660	symbol10	0	2795	702	135	3632	0	116010	58500	20960	195470	symbol11	0	2884	367	127	3378	0	72840	14810	10280	97930	symbol12	0	155	0	0	155	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
348000	88	1	30624000	9488	9488	symbol1	0	187	20	3	210	0	155600	38500	10000	204100	symbol2	0	1815	285	26	2126	0	780700	263600	52400	1096700	symbol3	0	1231	106	13	1350	0	501100	81800	22000	604900	symbol4	0	2246	199	28	2473	0	483650	86100	26400	596150	symbol5	0	1706	449	70	2225	0	365900	184600	57400	607900	symbol6	0	3130	364	115	3609	0	527800	120880	81280	729960	symbol7	0	3361	452	124	3937	0	410730	118560	67800	597090	symbol8	0	3535	569	111	4215	0	301500	93240	36000	430740	symbol9	0	2166	497	66	2729	0	92040	62700	16920	171660	symbol10	0	2803	702	135	3640	0	116290	58500	20960	195750	symbol11	0	2887	367	127	3381	0	72876	14810	10280	97966	symbol12	0	155	0	0	155	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
349000	88	1	30712000	9552	9552	symbol1	0	187	20	3	210	0	155600	38500	10000	204100	symbol2	0	1841	290	26	2157	0	795700	269600	52400	1117700	symbol3	0	1240	107	13	1360	0	505100	83400	22000	610500	symbol4	0	2267	199	28	2494	0	489950	86100	26400	602450	symbol5	0	1722	452	70	2244	0	369850	185200	57400	612450	symbol6	0	3155	366	117	3638	0	531000	122160	83840	737000	symbol7	0	3374	453	124	3951	0	412290	118920	67800	599010	symbol8	0	3557	569	111	4237	0	304000	93240	36000	433240	symbol9	0	2176	500	66	2742	0	92540	63000	16920	172460	symbol10	0	2806	702	135	3643	0	116500	58500	20960	195960	symbol11	0	2916	369	127	3412	0	73764	14970	10280	99014	symbol12	0	157	0	0	157	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
350000	88	1	30800000	9584	9584	symbol1	0	187	20	3	210	0	155600	38500	10000	204100	symbol2	0	1853	293	26	2172	0	802000	270800	52400	1125200	symbol3	0	1244	107	13	1364	0	505900	83400	22000	611300	symbol4	0	2281	199	28	2508	0	494700	86100	26400	607200	symbol5	0	1729	452	70	2251	0	371950	185200	57400	614550	symbol6	0	3161	366	117	3644	0	532200	122160	83840	738200	symbol7	0	3406	453	126	3985	0	416910	118920	69240	605070	symbol8	0	3567	572	111	4250	0	304840	93640	36000	434480	symbol9	0	2183	501	66	2750	0	92890	63090	16920	172900	symbol10	0	2812	705	135	3652	0	116700	58740	20960	196400	symbol11	0	2917	369	127	3413	0	73812	14970	10280	99062	symbol12	0	158	0	0	158	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
351000	88	1	30888000	9624	9624	symbol1	0	187	20	3	210	0	155600	38500	10000	204100	symbol2	0	1863	296	26	2185	0	806400	273800	52400	1132600	symbol3	0	1246	107	13	1366	0	506500	83400	22000	611900	symbol4	0	2287	199	28	2514	0	495900	86100	26400	608400	symbol5	0	1735	458	70	2263	0	374050	189400	57400	620850	symbol6	0	3172	367	117	3656	0	533720	122480	83840	740040	symbol7	0	3425	454	126	4005	0	419490	119100	69240	607830	symbol8	0	3580	578	111	4269	0	305940	94400	36000	436340	symbol9	0	2211	505	68	2784	0	93790	63510	17520	174820	symbol10	0	2824	706	135	3665	0	117140	58780	20960	196880	symbol11	0	2922	369	127	3418	0	73962	14970	10280	99212	symbol12	0	158	0	0	158	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
352000	88	1	30976000	9664	9664	symbol1	0	189	20	3	212	0	156800	38500	10000	205300	symbol2	0	1872	296	26	2194	0	811200	273800	52400	1137400	symbol3	0	1258	107	13	1378	0	514700	83400	22000	620100	symbol4	0	2291	199	28	2518	0	496750	86100	26400	609250	symbol5	0	1743	462	73	2278	0	376050	191800	61000	628850	symbol6	0	3192	367	117	3676	0	539280	122480	83840	745600	symbol7	0	3434	455	128	4017	0	420960	119340	70680	610980	symbol8	0	3583	581	111	4275	0	306100	94640	36000	436740	symbol9	0	2222	511	68	2801	0	94580	64590	17520	176690	symbol10	0	2840	710	135	3685	0	117950	59240	20960	198150	symbol11	0	2934	369	127	3430	0	74406	14970	10280	99656	symbol12	0	160	0	0	160	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
353000	88	1	31064000	9696	9696	symbol1	0	189	20	3	212	0	156800	38500	10000	205300	symbol2	0	1880	296	26	2202	0	814100	273800	52400	1140300	symbol3	0	1260	107	13	1380	0	515100	83400	22000	620500	symbol4	0	2294	199	28	2521	0	497500	86100	26400	610000	symbol5	0	1762	464	73	2299	0	378700	192400	61000	632100	symbol6	0	3211	368	117	3696	0	541800	122800	83840	748440	symbol7	0	3444	455	128	4027	0	421860	119340	70680	611880	symbol8	0	3591	581	111	4283	0	307040	94640	36000	437680	symbol9	0	2231	513	68	2812	0	94920	64920	17520	177360	symbol10	0	2854	713	135	3702	0	118340	59360	20960	198660	symbol11	0	2956	373	127	3456	0	74946	15130	10280	100356	symbol12	0	160	0	0	160	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
354000	88	1	31152000	9696	9696	symbol1	0	189	20	3	212	0	156800	38500	10000	205300	symbol2	0	1880	296	26	2202	0	814100	273800	52400	1140300	symbol3	0	1260	107	13	1380	0	515100	83400	22000	620500	symbol4	0	2294	199	28	2521	0	497500	86100	26400	610000	symbol5	0	1762	464	73	2299	0	378700	192400	61000	632100	symbol6	0	3211	368	117	3696	0	541800	122800	83840	748440	symbol7	0	3444	455	128	4027	0	421860	119340	70680	611880	symbol8	0	3591	581	111	4283	0	307040	94640	36000	437680	symbol9	0	2231	513	68	2812	0	94920	64920	17520	177360	symbol10	0	2854	713	135	3702	0	118340	59360	20960	198660	symbol11	0	2956	373	127	3456	0	74946	15130	10280	100356	symbol12	0	160	0	0	160	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
355000	88	1	31240000	9728	9728	symbol1	0	195	23	3	221	0	160600	43000	10000	213600	symbol2	0	1883	296	26	2205	0	815000	273800	52400	1141200	symbol3	0	1270	107	13	1390	0	520500	83400	22000	625900	symbol4	0	2309	199	28	2536	0	500350	86100	26400	612850	symbol5	0	1764	465	73	2302	0	379100	192800	61000	632900	symbol6	0	3219	369	117	3705	0	543320	123040	83840	750200	symbol7	0	3457	456	128	4041	0	422940	119520	70680	613140	symbol8	0	3598	582	111	4291	0	307740	94720	36000	438460	symbol9	0	2236	516	69	2821	0	95220	65190	17700	178110	symbol10	0	2879	721	135	3735	0	119200	59960	20960	200120	symbol11	0	2965	376	130	3471	0	75180	15240	10540	100960	symbol12	0	160	0	0	160	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
