Num of Spin	Line	BetPerLine	TotalCoinIn	FreeSpin TotalTimes	fsTimes	Symbol1	FreeSpin 2 Symbol1 Hit 	FreeSpin 3 Symbol1 Hit 	FreeSpin 4 Symbol1 Hit 	FreeSpin 5 Symbol1 Hit 	FreeSpin Symbol1 Total Hit 	FreeSpin 2 Symbol1 win 	FreeSpin 3 Symbol1 win 	FreeSpin 4 Symbol1 win 	FreeSpin 5 Symbol1 win 	FreeSpin Symbol1 Total Win Pay 	Symbol2	FreeSpin 2 Symbol2 Hit 	FreeSpin 3 Symbol2 Hit 	FreeSpin 4 Symbol2 Hit 	FreeSpin 5 Symbol2 Hit 	FreeSpin Symbol2 Total Hit 	FreeSpin 2 Symbol2 win 	FreeSpin 3 Symbol2 win 	FreeSpin 4 Symbol2 win 	FreeSpin 5 Symbol2 win 	FreeSpin Symbol2 Total Win Pay 	Symbol3	FreeSpin 2 Symbol3 Hit 	FreeSpin 3 Symbol3 Hit 	FreeSpin 4 Symbol3 Hit 	FreeSpin 5 Symbol3 Hit 	FreeSpin Symbol3 Total Hit 	FreeSpin 2 Symbol3 win 	FreeSpin 3 Symbol3 win 	FreeSpin 4 Symbol3 win 	FreeSpin 5 Symbol3 win 	FreeSpin Symbol3 Total Win Pay 	Symbol4	FreeSpin 2 Symbol4 Hit 	FreeSpin 3 Symbol4 Hit 	FreeSpin 4 Symbol4 Hit 	FreeSpin 5 Symbol4 Hit 	FreeSpin Symbol4 Total Hit 	FreeSpin 2 Symbol4 win 	FreeSpin 3 Symbol4 win 	FreeSpin 4 Symbol4 win 	FreeSpin 5 Symbol4 win 	FreeSpin Symbol4 Total Win Pay 	Symbol5	FreeSpin 2 Symbol5 Hit 	FreeSpin 3 Symbol5 Hit 	FreeSpin 4 Symbol5 Hit 	FreeSpin 5 Symbol5 Hit 	FreeSpin Symbol5 Total Hit 	FreeSpin 2 Symbol5 win 	FreeSpin 3 Symbol5 win 	FreeSpin 4 Symbol5 win 	FreeSpin 5 Symbol5 win 	FreeSpin Symbol5 Total Win Pay 	Symbol6	FreeSpin 2 Symbol6 Hit 	FreeSpin 3 Symbol6 Hit 	FreeSpin 4 Symbol6 Hit 	FreeSpin 5 Symbol6 Hit 	FreeSpin Symbol6 Total Hit 	FreeSpin 2 Symbol6 win 	FreeSpin 3 Symbol6 win 	FreeSpin 4 Symbol6 win 	FreeSpin 5 Symbol6 win 	FreeSpin Symbol6 Total Win Pay 	Symbol7	FreeSpin 2 Symbol7 Hit 	FreeSpin 3 Symbol7 Hit 	FreeSpin 4 Symbol7 Hit 	FreeSpin 5 Symbol7 Hit 	FreeSpin Symbol7 Total Hit 	FreeSpin 2 Symbol7 win 	FreeSpin 3 Symbol7 win 	FreeSpin 4 Symbol7 win 	FreeSpin 5 Symbol7 win 	FreeSpin Symbol7 Total Win Pay 	Symbol8	FreeSpin 2 Symbol8 Hit 	FreeSpin 3 Symbol8 Hit 	FreeSpin 4 Symbol8 Hit 	FreeSpin 5 Symbol8 Hit 	FreeSpin Symbol8 Total Hit 	FreeSpin 2 Symbol8 win 	FreeSpin 3 Symbol8 win 	FreeSpin 4 Symbol8 win 	FreeSpin 5 Symbol8 win 	FreeSpin Symbol8 Total Win Pay 	Symbol9	FreeSpin 2 Symbol9 Hit 	FreeSpin 3 Symbol9 Hit 	FreeSpin 4 Symbol9 Hit 	FreeSpin 5 Symbol9 Hit 	FreeSpin Symbol9 Total Hit 	FreeSpin 2 Symbol9 win 	FreeSpin 3 Symbol9 win 	FreeSpin 4 Symbol9 win 	FreeSpin 5 Symbol9 win 	FreeSpin Symbol9 Total Win Pay 	Symbol10	FreeSpin 2 Symbol10 Hit 	FreeSpin 3 Symbol10 Hit 	FreeSpin 4 Symbol10 Hit 	FreeSpin 5 Symbol10 Hit 	FreeSpin Symbol10 Total Hit 	FreeSpin 2 Symbol10 win 	FreeSpin 3 Symbol10 win 	FreeSpin 4 Symbol10 win 	FreeSpin 5 Symbol10 win 	FreeSpin Symbol10 Total Win Pay 	Symbol11	FreeSpin 2 Symbol11 Hit 	FreeSpin 3 Symbol11 Hit 	FreeSpin 4 Symbol11 Hit 	FreeSpin 5 Symbol11 Hit 	FreeSpin Symbol11 Total Hit 	FreeSpin 2 Symbol11 win 	FreeSpin 3 Symbol11 win 	FreeSpin 4 Symbol11 win 	FreeSpin 5 Symbol11 win 	FreeSpin Symbol11 Total Win Pay 	Symbol12	FreeSpin 2 Symbol12 Hit 	FreeSpin 3 Symbol12 Hit 	FreeSpin 4 Symbol12 Hit 	FreeSpin 5 Symbol12 Hit 	FreeSpin Symbol12 Total Hit 	FreeSpin 2 Symbol12 win 	FreeSpin 3 Symbol12 win 	FreeSpin 4 Symbol12 win 	FreeSpin 5 Symbol12 win 	FreeSpin Symbol12 Total Win Pay 	Symbol13	FreeSpin 2 Symbol13 Hit 	FreeSpin 3 Symbol13 Hit 	FreeSpin 4 Symbol13 Hit 	FreeSpin 5 Symbol13 Hit 	FreeSpin Symbol13 Total Hit 	FreeSpin 2 Symbol13 win 	FreeSpin 3 Symbol13 win 	FreeSpin 4 Symbol13 win 	FreeSpin 5 Symbol13 win 	FreeSpin Symbol13 Total Win Pay 	Symbol14	FreeSpin 2 Symbol14 Hit 	FreeSpin 3 Symbol14 Hit 	FreeSpin 4 Symbol14 Hit 	FreeSpin 5 Symbol14 Hit 	FreeSpin Symbol14 Total Hit 	FreeSpin 2 Symbol14 win 	FreeSpin 3 Symbol14 win 	FreeSpin 4 Symbol14 win 	FreeSpin 5 Symbol14 win 	FreeSpin Symbol14 Total Win Pay 	Symbol15	FreeSpin 2 Symbol15 Hit 	FreeSpin 3 Symbol15 Hit 	FreeSpin 4 Symbol15 Hit 	FreeSpin 5 Symbol15 Hit 	FreeSpin Symbol15 Total Hit 	FreeSpin 2 Symbol15 win 	FreeSpin 3 Symbol15 win 	FreeSpin 4 Symbol15 win 	FreeSpin 5 Symbol15 win 	FreeSpin Symbol15 Total Win Pay 	
309000	88	1	27192000	8392	8392	symbol1	0	171	18	3	192	0	140600	34500	10000	185100	symbol2	0	1549	252	23	1824	0	664100	230800	46800	941700	symbol3	0	1070	97	11	1178	0	432900	74400	18800	526100	symbol4	0	1972	169	22	2163	0	425350	72800	20600	518750	symbol5	0	1493	402	59	1954	0	319950	165600	46600	532150	symbol6	0	2716	320	94	3130	0	464560	106800	69760	641120	symbol7	0	2893	390	106	3389	0	352110	102360	58800	513270	symbol8	0	3123	513	101	3737	0	267400	82400	32480	382280	symbol9	0	1926	428	55	2409	0	81000	52170	13620	146790	symbol10	0	2507	617	123	3247	0	105070	51040	18760	174870	symbol11	0	2499	335	121	2955	0	62952	13440	9680	86072	symbol12	0	139	0	0	139	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
310000	88	1	27280000	8416	8416	symbol1	0	171	18	3	192	0	140600	34500	10000	185100	symbol2	0	1549	252	23	1824	0	664100	230800	46800	941700	symbol3	0	1074	97	11	1182	0	434500	74400	18800	527700	symbol4	0	1979	173	25	2177	0	426850	75000	23200	525050	symbol5	0	1496	405	64	1965	0	320850	167400	52600	540850	symbol6	0	2727	322	96	3145	0	466080	107280	70720	644080	symbol7	0	2920	394	107	3421	0	355110	103440	59040	517590	symbol8	0	3131	517	101	3749	0	268360	83520	32480	384360	symbol9	0	1928	430	55	2413	0	81130	52560	13620	147310	symbol10	0	2530	618	125	3273	0	105740	51140	19160	176040	symbol11	0	2500	336	121	2957	0	62994	13510	9680	86184	symbol12	0	139	0	0	139	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
311000	88	1	27368000	8448	8448	symbol1	0	171	18	3	192	0	140600	34500	10000	185100	symbol2	0	1560	253	23	1836	0	668100	231800	46800	946700	symbol3	0	1086	97	11	1194	0	440200	74400	18800	533400	symbol4	0	1991	173	25	2189	0	429850	75000	23200	528050	symbol5	0	1500	406	64	1970	0	321250	167600	52600	541450	symbol6	0	2739	326	97	3162	0	467360	108000	71200	646560	symbol7	0	2926	394	107	3427	0	355590	103440	59040	518070	symbol8	0	3142	517	101	3760	0	269160	83520	32480	385160	symbol9	0	1935	432	57	2424	0	81340	52740	13980	148060	symbol10	0	2534	619	125	3278	0	105910	51240	19160	176310	symbol11	0	2506	336	121	2963	0	63138	13510	9680	86328	symbol12	0	139	0	0	139	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
312000	88	1	27456000	8472	8472	symbol1	0	174	18	3	195	0	143000	34500	10000	187500	symbol2	0	1570	253	23	1846	0	672000	231800	46800	950600	symbol3	0	1088	97	11	1196	0	441200	74400	18800	534400	symbol4	0	1991	174	26	2191	0	429850	75400	24000	529250	symbol5	0	1500	406	64	1970	0	321250	167600	52600	541450	symbol6	0	2747	329	97	3173	0	468360	109680	71200	649240	symbol7	0	2949	396	108	3453	0	358830	104160	59760	522750	symbol8	0	3149	518	101	3768	0	269920	83680	32480	386080	symbol9	0	1938	434	57	2429	0	81540	53220	13980	148740	symbol10	0	2538	619	125	3282	0	106070	51240	19160	176470	symbol11	0	2519	336	121	2976	0	63450	13510	9680	86640	symbol12	0	140	0	0	140	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
313000	88	1	27544000	8504	8504	symbol1	0	174	18	3	195	0	143000	34500	10000	187500	symbol2	0	1572	253	23	1848	0	672800	231800	46800	951400	symbol3	0	1093	97	11	1201	0	443200	74400	18800	536400	symbol4	0	2003	176	26	2205	0	431750	76200	24000	531950	symbol5	0	1514	411	65	1990	0	324850	169800	53800	548450	symbol6	0	2755	331	98	3184	0	469640	110320	71840	651800	symbol7	0	2953	399	108	3460	0	359490	105060	59760	524310	symbol8	0	3186	518	101	3805	0	272020	83680	32480	388180	symbol9	0	1948	435	58	2441	0	82020	53400	14340	149760	symbol10	0	2558	620	126	3304	0	106600	51340	19360	177300	symbol11	0	2528	337	121	2986	0	63606	13530	9680	86816	symbol12	0	140	0	0	140	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
314000	88	1	27632000	8584	8584	symbol1	0	179	18	3	200	0	148000	34500	10000	192500	symbol2	0	1589	253	23	1865	0	681300	231800	46800	959900	symbol3	0	1112	100	11	1223	0	449500	76400	18800	544700	symbol4	0	2031	177	26	2234	0	438150	76700	24000	538850	symbol5	0	1558	423	65	2046	0	335250	175600	53800	564650	symbol6	0	2764	333	98	3195	0	471680	110800	71840	654320	symbol7	0	2959	399	108	3466	0	360180	105060	59760	525000	symbol8	0	3209	519	101	3829	0	273540	83960	32480	389980	symbol9	0	1969	438	58	2465	0	82920	53790	14340	151050	symbol10	0	2572	623	127	3322	0	107150	51520	19560	178230	symbol11	0	2539	338	121	2998	0	63954	13560	9680	87194	symbol12	0	141	0	0	141	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
315000	88	1	27720000	8616	8616	symbol1	0	181	18	3	202	0	150800	34500	10000	195300	symbol2	0	1613	255	23	1891	0	695700	234200	46800	976700	symbol3	0	1118	102	11	1231	0	452100	78800	18800	549700	symbol4	0	2041	180	27	2248	0	439750	78700	25600	544050	symbol5	0	1561	423	65	2049	0	336000	175600	53800	565400	symbol6	0	2784	334	98	3216	0	475240	111120	71840	658200	symbol7	0	2980	400	109	3489	0	363840	105240	60480	529560	symbol8	0	3225	520	101	3846	0	275680	84080	32480	392240	symbol9	0	1972	442	58	2472	0	83140	54720	14340	152200	symbol10	0	2580	627	128	3335	0	107360	51820	19840	179020	symbol11	0	2560	338	121	3019	0	64566	13560	9680	87806	symbol12	0	142	0	0	142	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
316000	88	1	27808000	8656	8656	symbol1	0	181	18	3	202	0	150800	34500	10000	195300	symbol2	0	1630	255	23	1908	0	702600	234200	46800	983600	symbol3	0	1132	102	11	1245	0	457200	78800	18800	554800	symbol4	0	2055	181	28	2264	0	444100	79100	26400	549600	symbol5	0	1567	423	65	2055	0	336600	175600	53800	566000	symbol6	0	2800	339	98	3237	0	478520	112880	71840	663240	symbol7	0	3008	402	111	3521	0	367440	105840	61680	534960	symbol8	0	3230	520	101	3851	0	275980	84080	32480	392540	symbol9	0	1990	448	58	2496	0	83850	55470	14340	153660	symbol10	0	2588	627	128	3343	0	107680	51820	19840	179340	symbol11	0	2564	339	122	3025	0	64686	13640	9840	88166	symbol12	0	142	0	0	142	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
317000	88	1	27896000	8704	8704	symbol1	0	181	20	3	204	0	150800	38500	10000	199300	symbol2	0	1642	257	23	1922	0	710700	237000	46800	994500	symbol3	0	1134	103	11	1248	0	457600	79200	18800	555600	symbol4	0	2057	187	28	2272	0	444550	81800	26400	552750	symbol5	0	1575	427	67	2069	0	338000	177000	56200	571200	symbol6	0	2811	339	98	3248	0	481320	112880	71840	666040	symbol7	0	3021	405	113	3539	0	368940	106320	62400	537660	symbol8	0	3239	521	101	3861	0	277420	84400	32480	394300	symbol9	0	1995	449	58	2502	0	84250	55710	14340	154300	symbol10	0	2596	630	128	3354	0	108150	52040	19840	180030	symbol11	0	2585	341	122	3048	0	65382	13720	9840	88942	symbol12	0	144	0	0	144	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
318000	88	1	27984000	8728	8728	symbol1	0	181	20	3	204	0	150800	38500	10000	199300	symbol2	0	1652	262	23	1937	0	715200	242200	46800	1004200	symbol3	0	1138	103	11	1252	0	460000	79200	18800	558000	symbol4	0	2057	187	28	2272	0	444550	81800	26400	552750	symbol5	0	1575	427	67	2069	0	338000	177000	56200	571200	symbol6	0	2816	339	98	3253	0	482320	112880	71840	667040	symbol7	0	3037	410	116	3563	0	371010	107760	63840	542610	symbol8	0	3243	522	101	3866	0	277780	84600	32480	394860	symbol9	0	1997	449	59	2505	0	84310	55710	14520	154540	symbol10	0	2603	633	128	3364	0	108350	52180	19840	180370	symbol11	0	2588	342	122	3052	0	65418	13740	9840	88998	symbol12	0	144	0	0	144	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
319000	88	1	28072000	8784	8784	symbol1	0	181	20	3	204	0	150800	38500	10000	199300	symbol2	0	1662	263	23	1948	0	721100	243800	46800	1011700	symbol3	0	1141	103	11	1255	0	460600	79200	18800	558600	symbol4	0	2071	187	28	2286	0	447000	81800	26400	555200	symbol5	0	1583	428	67	2078	0	339750	177400	56200	573350	symbol6	0	2836	340	98	3274	0	485080	113280	71840	670200	symbol7	0	3073	411	116	3600	0	375240	108240	63840	547320	symbol8	0	3281	529	104	3914	0	280120	85560	33440	399120	symbol9	0	2010	451	59	2520	0	84680	55890	14520	155090	symbol10	0	2611	638	130	3379	0	108540	52460	20040	181040	symbol11	0	2618	345	123	3086	0	66498	13890	10000	90388	symbol12	0	144	0	0	144	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
320000	88	1	28160000	8800	8800	symbol1	0	181	20	3	204	0	150800	38500	10000	199300	symbol2	0	1662	263	23	1948	0	721100	243800	46800	1011700	symbol3	0	1152	103	11	1266	0	464700	79200	18800	562700	symbol4	0	2071	187	28	2286	0	447000	81800	26400	555200	symbol5	0	1583	428	67	2078	0	339750	177400	56200	573350	symbol6	0	2839	340	98	3277	0	485680	113280	71840	670800	symbol7	0	3083	412	116	3611	0	376050	108480	63840	548370	symbol8	0	3294	531	105	3930	0	280920	85880	33760	400560	symbol9	0	2017	454	59	2530	0	85060	56250	14520	155830	symbol10	0	2622	640	131	3393	0	108870	52580	20160	181610	symbol11	0	2622	346	123	3091	0	66564	13920	10000	90484	symbol12	0	144	0	0	144	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
321000	88	1	28248000	8856	8856	symbol1	0	181	20	3	204	0	150800	38500	10000	199300	symbol2	0	1665	267	23	1955	0	723500	246800	46800	1017100	symbol3	0	1159	103	11	1273	0	466100	79200	18800	564100	symbol4	0	2087	187	28	2302	0	451200	81800	26400	559400	symbol5	0	1600	432	67	2099	0	343500	179100	56200	578800	symbol6	0	2881	342	101	3324	0	491920	113840	73600	679360	symbol7	0	3116	417	117	3650	0	381270	110640	64560	556470	symbol8	0	3311	531	105	3947	0	282280	85880	33760	401920	symbol9	0	2036	461	61	2558	0	86010	57300	15180	158490	symbol10	0	2642	649	131	3422	0	110050	53520	20160	183730	symbol11	0	2647	350	123	3120	0	67110	14090	10000	91200	symbol12	0	146	0	0	146	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
322000	88	1	28336000	8880	8880	symbol1	0	181	20	3	204	0	150800	38500	10000	199300	symbol2	0	1668	267	23	1958	0	724100	246800	46800	1017700	symbol3	0	1159	103	11	1273	0	466100	79200	18800	564100	symbol4	0	2091	187	28	2306	0	452200	81800	26400	560400	symbol5	0	1600	432	67	2099	0	343500	179100	56200	578800	symbol6	0	2905	342	101	3348	0	496040	113840	73600	683480	symbol7	0	3124	417	117	3658	0	382080	110640	64560	557280	symbol8	0	3312	531	105	3948	0	282340	85880	33760	401980	symbol9	0	2041	461	61	2563	0	86110	57300	15180	158590	symbol10	0	2644	652	131	3427	0	110110	53700	20160	183970	symbol11	0	2658	350	123	3131	0	67320	14090	10000	91410	symbol12	0	146	0	0	146	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
323000	88	1	28424000	8928	8928	symbol1	0	181	20	3	204	0	150800	38500	10000	199300	symbol2	0	1676	268	23	1967	0	727600	247600	46800	1022000	symbol3	0	1160	104	11	1275	0	466600	80200	18800	565600	symbol4	0	2093	187	28	2308	0	452400	81800	26400	560600	symbol5	0	1606	432	67	2105	0	344700	179100	56200	580000	symbol6	0	2910	342	101	3353	0	496680	113840	73600	684120	symbol7	0	3152	422	118	3692	0	384390	111540	65040	560970	symbol8	0	3320	534	105	3959	0	282900	86240	33760	402900	symbol9	0	2045	464	61	2570	0	86290	57840	15180	159310	symbol10	0	2659	657	131	3447	0	110700	54160	20160	185020	symbol11	0	2673	350	123	3146	0	67764	14090	10000	91854	symbol12	0	146	0	0	146	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
324000	88	1	28512000	8928	8928	symbol1	0	181	20	3	204	0	150800	38500	10000	199300	symbol2	0	1676	268	23	1967	0	727600	247600	46800	1022000	symbol3	0	1160	104	11	1275	0	466600	80200	18800	565600	symbol4	0	2093	187	28	2308	0	452400	81800	26400	560600	symbol5	0	1606	432	67	2105	0	344700	179100	56200	580000	symbol6	0	2910	342	101	3353	0	496680	113840	73600	684120	symbol7	0	3152	422	118	3692	0	384390	111540	65040	560970	symbol8	0	3320	534	105	3959	0	282900	86240	33760	402900	symbol9	0	2045	464	61	2570	0	86290	57840	15180	159310	symbol10	0	2659	657	131	3447	0	110700	54160	20160	185020	symbol11	0	2673	350	123	3146	0	67764	14090	10000	91854	symbol12	0	146	0	0	146	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
325000	88	1	28600000	8952	8952	symbol1	0	181	20	3	204	0	150800	38500	10000	199300	symbol2	0	1676	268	23	1967	0	727600	247600	46800	1022000	symbol3	0	1162	104	11	1277	0	468200	80200	18800	567200	symbol4	0	2107	187	28	2322	0	453950	81800	26400	562150	symbol5	0	1608	432	67	2107	0	345100	179100	56200	580400	symbol6	0	2914	342	101	3357	0	497240	113840	73600	684680	symbol7	0	3166	422	118	3706	0	385770	111540	65040	562350	symbol8	0	3333	534	105	3972	0	284260	86240	33760	404260	symbol9	0	2051	466	62	2579	0	86670	58020	15360	160050	symbol10	0	2662	657	131	3450	0	110760	54160	20160	185080	symbol11	0	2677	350	123	3150	0	67896	14090	10000	91986	symbol12	0	147	0	0	147	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
326000	88	1	28688000	8960	8960	symbol1	0	185	20	3	208	0	154800	38500	10000	203300	symbol2	0	1679	268	23	1970	0	728800	247600	46800	1023200	symbol3	0	1162	104	11	1277	0	468200	80200	18800	567200	symbol4	0	2110	187	28	2325	0	454700	81800	26400	562900	symbol5	0	1608	432	67	2107	0	345100	179100	56200	580400	symbol6	0	2915	342	101	3358	0	497440	113840	73600	684880	symbol7	0	3171	422	118	3711	0	386520	111540	65040	563100	symbol8	0	3334	537	105	3976	0	284300	86480	33760	404540	symbol9	0	2061	473	62	2596	0	87110	58980	15360	161450	symbol10	0	2662	657	131	3450	0	110760	54160	20160	185080	symbol11	0	2680	351	124	3155	0	67950	14120	10060	92130	symbol12	0	147	0	0	147	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
327000	88	1	28776000	8984	8984	symbol1	0	185	20	3	208	0	154800	38500	10000	203300	symbol2	0	1682	268	23	1973	0	731200	247600	46800	1025600	symbol3	0	1175	104	11	1290	0	478600	80200	18800	577600	symbol4	0	2112	187	28	2327	0	455500	81800	26400	563700	symbol5	0	1616	432	67	2115	0	347500	179100	56200	582800	symbol6	0	2915	342	101	3358	0	497440	113840	73600	684880	symbol7	0	3184	422	118	3724	0	389550	111540	65040	566130	symbol8	0	3349	537	105	3991	0	285220	86480	33760	405460	symbol9	0	2061	473	62	2596	0	87110	58980	15360	161450	symbol10	0	2664	657	131	3452	0	110840	54160	20160	185160	symbol11	0	2690	351	124	3165	0	68238	14120	10060	92418	symbol12	0	148	0	0	148	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
328000	88	1	28864000	9008	9008	symbol1	0	185	20	3	208	0	154800	38500	10000	203300	symbol2	0	1687	270	23	1980	0	732600	248400	46800	1027800	symbol3	0	1175	104	11	1290	0	478600	80200	18800	577600	symbol4	0	2114	187	28	2329	0	455800	81800	26400	564000	symbol5	0	1619	433	67	2119	0	347800	179300	56200	583300	symbol6	0	2918	342	101	3361	0	497680	113840	73600	685120	symbol7	0	3204	422	118	3744	0	391440	111540	65040	568020	symbol8	0	3364	537	105	4006	0	286420	86480	33760	406660	symbol9	0	2073	473	62	2608	0	87830	58980	15360	162170	symbol10	0	2676	660	131	3467	0	111250	54340	20160	185750	symbol11	0	2697	351	124	3172	0	68340	14120	10060	92520	symbol12	0	148	0	0	148	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
329000	88	1	28952000	9024	9024	symbol1	0	185	20	3	208	0	154800	38500	10000	203300	symbol2	0	1689	270	23	1982	0	733600	248400	46800	1028800	symbol3	0	1175	104	11	1290	0	478600	80200	18800	577600	symbol4	0	2119	187	28	2334	0	456800	81800	26400	565000	symbol5	0	1621	433	67	2121	0	348300	179300	56200	583800	symbol6	0	2930	345	101	3376	0	499600	114800	73600	688000	symbol7	0	3215	422	118	3755	0	393090	111540	65040	569670	symbol8	0	3373	538	106	4017	0	286880	86760	34320	407960	symbol9	0	2079	475	64	2618	0	88100	59400	16200	163700	symbol10	0	2684	664	132	3480	0	111470	54720	20440	186630	symbol11	0	2703	351	124	3178	0	68436	14120	10060	92616	symbol12	0	149	0	0	149	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
330000	88	1	29040000	9048	9048	symbol1	0	185	20	3	208	0	154800	38500	10000	203300	symbol2	0	1700	274	23	1997	0	737500	254800	46800	1039100	symbol3	0	1179	104	11	1294	0	480400	80200	18800	579400	symbol4	0	2121	187	28	2336	0	457400	81800	26400	565600	symbol5	0	1642	433	67	2142	0	354200	179300	56200	589700	symbol6	0	2946	346	102	3394	0	502600	115040	74080	691720	symbol7	0	3220	424	118	3762	0	393840	112500	65040	571380	symbol8	0	3375	538	106	4019	0	287080	86760	34320	408160	symbol9	0	2088	475	65	2628	0	88570	59400	16560	164530	symbol10	0	2691	673	133	3497	0	111790	55980	20720	188490	symbol11	0	2714	351	124	3189	0	68964	14120	10060	93144	symbol12	0	150	0	0	150	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
331000	88	1	29128000	9096	9096	symbol1	0	185	20	3	208	0	154800	38500	10000	203300	symbol2	0	1730	276	23	2029	0	748600	256200	46800	1051600	symbol3	0	1181	104	11	1296	0	481200	80200	18800	580200	symbol4	0	2128	188	28	2344	0	459400	82300	26400	568100	symbol5	0	1655	437	69	2161	0	355700	180100	57000	592800	symbol6	0	2958	347	103	3408	0	504280	115360	74720	694360	symbol7	0	3244	425	119	3788	0	396300	112680	65760	574740	symbol8	0	3396	544	106	4046	0	288920	87880	34320	411120	symbol9	0	2097	475	65	2637	0	88970	59400	16560	164930	symbol10	0	2701	676	133	3510	0	112180	56280	20720	189180	symbol11	0	2729	353	125	3207	0	69264	14170	10100	93534	symbol12	0	150	0	0	150	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
332000	88	1	29216000	9104	9104	symbol1	0	185	20	3	208	0	154800	38500	10000	203300	symbol2	0	1732	276	23	2031	0	749600	256200	46800	1052600	symbol3	0	1181	104	11	1296	0	481200	80200	18800	580200	symbol4	0	2128	188	28	2344	0	459400	82300	26400	568100	symbol5	0	1655	437	69	2161	0	355700	180100	57000	592800	symbol6	0	2958	347	103	3408	0	504280	115360	74720	694360	symbol7	0	3250	425	119	3794	0	396900	112680	65760	575340	symbol8	0	3396	544	106	4046	0	288920	87880	34320	411120	symbol9	0	2097	475	65	2637	0	88970	59400	16560	164930	symbol10	0	2708	676	133	3517	0	112390	56280	20720	189390	symbol11	0	2729	353	125	3207	0	69264	14170	10100	93534	symbol12	0	150	0	0	150	0	0	0	0	0	symbol13	0	0	0	0	0	0	0	0	0	0	symbol14	0	0	0	0	0	0	0	0	0	0	symbol15	0	0	0	0	0	0	0	0	0	0	
