Num of Spin	Win Tier 0 FsType1 fsEntries	Win Tier 1 FsType1 fsEntries	Win Tier 2 FsType1 fsEntries	Win Tier 3 FsType1 fsEntries	Win Tier 4 FsType1 fsEntries	Win Tier 5 FsType1 fsEntries	Win Tier 6 FsType1 fsEntries	Win Tier 7 FsType1 fsEntries	Win Tier 8 FsType1 fsEntries	Win Tier 9 FsType1 fsEntries	Win Tier 10 FsType1 fsEntries	Win Tier 11 FsType1 fsEntries	Win Tier 12 FsType1 fsEntries	Win Tier 13 FsType1 fsEntries	Win Tier 14 FsType1 fsEntries	Win Tier 15 FsType1 fsEntries	Win Tier 16 FsType1 fsEntries	Win Tier 17 FsType1 fsEntries	Win Tier 18 FsType1 fsEntries	Win Tier 19 FsType1 fsEntries	Win Tier 20 FsType1 fsEntries	Win Tier 21 FsType1 fsEntries	Win Tier 22 FsType1 fsEntries	Win Tier 23 FsType1 fsEntries	Win Tier 24 FsType1 fsEntries	Win Tier 25 FsType1 fsEntries	Win Tier 0 FsType1 FreeSpins#	Win Tier 1 FsType1 FreeSpins#	Win Tier 2 FsType1 FreeSpins#	Win Tier 3 FsType1 FreeSpins#	Win Tier 4 FsType1 FreeSpins#	Win Tier 5 FsType1 FreeSpins#	Win Tier 6 FsType1 FreeSpins#	Win Tier 7 FsType1 FreeSpins#	Win Tier 8 FsType1 FreeSpins#	Win Tier 9 FsType1 FreeSpins#	Win Tier 10 FsType1 FreeSpins#	Win Tier 11 FsType1 FreeSpins#	Win Tier 12 FsType1 FreeSpins#	Win Tier 13 FsType1 FreeSpins#	Win Tier 14 FsType1 FreeSpins#	Win Tier 15 FsType1 FreeSpins#	Win Tier 16 FsType1 FreeSpins#	Win Tier 17 FsType1 FreeSpins#	Win Tier 18 FsType1 FreeSpins#	Win Tier 19 FsType1 FreeSpins#	Win Tier 20 FsType1 FreeSpins#	Win Tier 21 FsType1 FreeSpins#	Win Tier 22 FsType1 FreeSpins#	Win Tier 23 FsType1 FreeSpins#	Win Tier 24 FsType1 FreeSpins#	Win Tier 25 FsType1 FreeSpins#	Win Tier 0 FsType1 Hits#	Win Tier 1 FsType1 Hits#	Win Tier 2 FsType1 Hits#	Win Tier 3 FsType1 Hits#	Win Tier 4 FsType1 Hits#	Win Tier 5 FsType1 Hits#	Win Tier 6 FsType1 Hits#	Win Tier 7 FsType1 Hits#	Win Tier 8 FsType1 Hits#	Win Tier 9 FsType1 Hits#	Win Tier 10 FsType1 Hits#	Win Tier 11 FsType1 Hits#	Win Tier 12 FsType1 Hits#	Win Tier 13 FsType1 Hits#	Win Tier 14 FsType1 Hits#	Win Tier 15 FsType1 Hits#	Win Tier 16 FsType1 Hits#	Win Tier 17 FsType1 Hits#	Win Tier 18 FsType1 Hits#	Win Tier 19 FsType1 Hits#	Win Tier 20 FsType1 Hits#	Win Tier 21 FsType1 Hits#	Win Tier 22 FsType1 Hits#	Win Tier 23 FsType1 Hits#	Win Tier 24 FsType1 Hits#	Win Tier 25 FsType1 Hits#	Win Tier 0 FsType1 FsTotalPay	Win Tier 1 FsType1 FsTotalPay	Win Tier 2 FsType1 FsTotalPay	Win Tier 3 FsType1 FsTotalPay	Win Tier 4 FsType1 FsTotalPay	Win Tier 5 FsType1 FsTotalPay	Win Tier 6 FsType1 FsTotalPay	Win Tier 7 FsType1 FsTotalPay	Win Tier 8 FsType1 FsTotalPay	Win Tier 9 FsType1 FsTotalPay	Win Tier 10 FsType1 FsTotalPay	Win Tier 11 FsType1 FsTotalPay	Win Tier 12 FsType1 FsTotalPay	Win Tier 13 FsType1 FsTotalPay	Win Tier 14 FsType1 FsTotalPay	Win Tier 15 FsType1 FsTotalPay	Win Tier 16 FsType1 FsTotalPay	Win Tier 17 FsType1 FsTotalPay	Win Tier 18 FsType1 FsTotalPay	Win Tier 19 FsType1 FsTotalPay	Win Tier 20 FsType1 FsTotalPay	Win Tier 21 FsType1 FsTotalPay	Win Tier 22 FsType1 FsTotalPay	Win Tier 23 FsType1 FsTotalPay	Win Tier 24 FsType1 FsTotalPay	Win Tier 25 FsType1 FsTotalPay	Win Tier 0 FsType1 FsMax	Win Tier 1 FsType1 FsMax	Win Tier 2 FsType1 FsMax	Win Tier 3 FsType1 FsMax	Win Tier 4 FsType1 FsMax	Win Tier 5 FsType1 FsMax	Win Tier 6 FsType1 FsMax	Win Tier 7 FsType1 FsMax	Win Tier 8 FsType1 FsMax	Win Tier 9 FsType1 FsMax	Win Tier 10 FsType1 FsMax	Win Tier 11 FsType1 FsMax	Win Tier 12 FsType1 FsMax	Win Tier 13 FsType1 FsMax	Win Tier 14 FsType1 FsMax	Win Tier 15 FsType1 FsMax	Win Tier 16 FsType1 FsMax	Win Tier 17 FsType1 FsMax	Win Tier 18 FsType1 FsMax	Win Tier 19 FsType1 FsMax	Win Tier 20 FsType1 FsMax	Win Tier 21 FsType1 FsMax	Win Tier 22 FsType1 FsMax	Win Tier 23 FsType1 FsMax	Win Tier 24 FsType1 FsMax	Win Tier 25 FsType1 FsMax	Win Tier 0 BonusType1 BonusEntries	Win Tier 1 BonusType1 BonusEntries	Win Tier 2 BonusType1 BonusEntries	Win Tier 3 BonusType1 BonusEntries	Win Tier 4 BonusType1 BonusEntries	Win Tier 5 BonusType1 BonusEntries	Win Tier 6 BonusType1 BonusEntries	Win Tier 7 BonusType1 BonusEntries	Win Tier 8 BonusType1 BonusEntries	Win Tier 9 BonusType1 BonusEntries	Win Tier 10 BonusType1 BonusEntries	Win Tier 11 BonusType1 BonusEntries	Win Tier 12 BonusType1 BonusEntries	Win Tier 13 BonusType1 BonusEntries	Win Tier 14 BonusType1 BonusEntries	Win Tier 15 BonusType1 BonusEntries	Win Tier 16 BonusType1 BonusEntries	Win Tier 17 BonusType1 BonusEntries	Win Tier 18 BonusType1 BonusEntries	Win Tier 19 BonusType1 BonusEntries	Win Tier 20 BonusType1 BonusEntries	Win Tier 21 BonusType1 BonusEntries	Win Tier 22 BonusType1 BonusEntries	Win Tier 23 BonusType1 BonusEntries	Win Tier 24 BonusType1 BonusEntries	Win Tier 25 BonusType1 BonusEntries	Win Tier 0 BonusType1 PickBonus#	Win Tier 1 BonusType1 PickBonus#	Win Tier 2 BonusType1 PickBonus#	Win Tier 3 BonusType1 PickBonus#	Win Tier 4 BonusType1 PickBonus#	Win Tier 5 BonusType1 PickBonus#	Win Tier 6 BonusType1 PickBonus#	Win Tier 7 BonusType1 PickBonus#	Win Tier 8 BonusType1 PickBonus#	Win Tier 9 BonusType1 PickBonus#	Win Tier 10 BonusType1 PickBonus#	Win Tier 11 BonusType1 PickBonus#	Win Tier 12 BonusType1 PickBonus#	Win Tier 13 BonusType1 PickBonus#	Win Tier 14 BonusType1 PickBonus#	Win Tier 15 BonusType1 PickBonus#	Win Tier 16 BonusType1 PickBonus#	Win Tier 17 BonusType1 PickBonus#	Win Tier 18 BonusType1 PickBonus#	Win Tier 19 BonusType1 PickBonus#	Win Tier 20 BonusType1 PickBonus#	Win Tier 21 BonusType1 PickBonus#	Win Tier 22 BonusType1 PickBonus#	Win Tier 23 BonusType1 PickBonus#	Win Tier 24 BonusType1 PickBonus#	Win Tier 25 BonusType1 PickBonus#	Win Tier 0 BonusType1 Hits#	Win Tier 1 BonusType1 Hits#	Win Tier 2 BonusType1 Hits#	Win Tier 3 BonusType1 Hits#	Win Tier 4 BonusType1 Hits#	Win Tier 5 BonusType1 Hits#	Win Tier 6 BonusType1 Hits#	Win Tier 7 BonusType1 Hits#	Win Tier 8 BonusType1 Hits#	Win Tier 9 BonusType1 Hits#	Win Tier 10 BonusType1 Hits#	Win Tier 11 BonusType1 Hits#	Win Tier 12 BonusType1 Hits#	Win Tier 13 BonusType1 Hits#	Win Tier 14 BonusType1 Hits#	Win Tier 15 BonusType1 Hits#	Win Tier 16 BonusType1 Hits#	Win Tier 17 BonusType1 Hits#	Win Tier 18 BonusType1 Hits#	Win Tier 19 BonusType1 Hits#	Win Tier 20 BonusType1 Hits#	Win Tier 21 BonusType1 Hits#	Win Tier 22 BonusType1 Hits#	Win Tier 23 BonusType1 Hits#	Win Tier 24 BonusType1 Hits#	Win Tier 25 BonusType1 Hits#	Win Tier 0 BonusType1 BonusTotalPay#	Win Tier 1 BonusType1 BonusTotalPay#	Win Tier 2 BonusType1 BonusTotalPay#	Win Tier 3 BonusType1 BonusTotalPay#	Win Tier 4 BonusType1 BonusTotalPay#	Win Tier 5 BonusType1 BonusTotalPay#	Win Tier 6 BonusType1 BonusTotalPay#	Win Tier 7 BonusType1 BonusTotalPay#	Win Tier 8 BonusType1 BonusTotalPay#	Win Tier 9 BonusType1 BonusTotalPay#	Win Tier 10 BonusType1 BonusTotalPay#	Win Tier 11 BonusType1 BonusTotalPay#	Win Tier 12 BonusType1 BonusTotalPay#	Win Tier 13 BonusType1 BonusTotalPay#	Win Tier 14 BonusType1 BonusTotalPay#	Win Tier 15 BonusType1 BonusTotalPay#	Win Tier 16 BonusType1 BonusTotalPay#	Win Tier 17 BonusType1 BonusTotalPay#	Win Tier 18 BonusType1 BonusTotalPay#	Win Tier 19 BonusType1 BonusTotalPay#	Win Tier 20 BonusType1 BonusTotalPay#	Win Tier 21 BonusType1 BonusTotalPay#	Win Tier 22 BonusType1 BonusTotalPay#	Win Tier 23 BonusType1 BonusTotalPay#	Win Tier 24 BonusType1 BonusTotalPay#	Win Tier 25 BonusType1 BonusTotalPay#	Win Tier 0 BonusType1 BonusMax	Win Tier 1 BonusType1 BonusMax	Win Tier 2 BonusType1 BonusMax	Win Tier 3 BonusType1 BonusMax	Win Tier 4 BonusType1 BonusMax	Win Tier 5 BonusType1 BonusMax	Win Tier 6 BonusType1 BonusMax	Win Tier 7 BonusType1 BonusMax	Win Tier 8 BonusType1 BonusMax	Win Tier 9 BonusType1 BonusMax	Win Tier 10 BonusType1 BonusMax	Win Tier 11 BonusType1 BonusMax	Win Tier 12 BonusType1 BonusMax	Win Tier 13 BonusType1 BonusMax	Win Tier 14 BonusType1 BonusMax	Win Tier 15 BonusType1 BonusMax	Win Tier 16 BonusType1 BonusMax	Win Tier 17 BonusType1 BonusMax	Win Tier 18 BonusType1 BonusMax	Win Tier 19 BonusType1 BonusMax	Win Tier 20 BonusType1 BonusMax	Win Tier 21 BonusType1 BonusMax	Win Tier 22 BonusType1 BonusMax	Win Tier 23 BonusType1 BonusMax	Win Tier 24 BonusType1 BonusMax	Win Tier 25 BonusType1 BonusMax	
211000	4	3	5	6	6	10	27	74	68	78	53	40	38	30	28	19	86	10	3	2	0	0	0	0	0	0	32	24	40	48	48	80	216	608	560	648	440	336	320	264	240	192	1024	184	56	48	0	0	0	0	0	0	32	3	5	11	11	16	62	224	231	293	225	185	180	144	152	106	539	94	35	26	0	0	0	0	0	0	0	180	600	1402	1830	3776	17728	96978	147698	240112	211432	191348	216704	195326	206418	158730	1016778	224448	89280	79906	0	0	0	0	0	0	0	80	140	260	340	440	880	1760	2640	3506	4392	5242	6100	7032	7790	8690	17532	26200	31608	42660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	151	80	110	13	61	33	22	47	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	151	80	110	13	61	33	22	47	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	151	80	110	13	61	33	22	47	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221760	488752	318296	552024	73392	402248	252736	191840	545776	17600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2640	3520	4400	5280	5808	7040	7920	8800	17600	17600	0	0	0	0	0	0	0	0	
212000	4	3	5	6	6	10	27	74	69	78	53	41	38	30	28	19	86	10	3	2	0	0	0	0	0	0	32	24	40	48	48	80	216	608	568	648	440	344	320	264	240	192	1024	184	56	48	0	0	0	0	0	0	32	3	5	11	11	16	62	224	235	293	225	188	180	144	152	106	539	94	35	26	0	0	0	0	0	0	0	180	600	1402	1830	3776	17728	96978	149882	240112	211432	196218	216704	195326	206418	158730	1016778	224448	89280	79906	0	0	0	0	0	0	0	80	140	260	340	440	880	1760	2640	3506	4392	5242	6100	7032	7790	8690	17532	26200	31608	42660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	151	80	111	13	61	33	22	47	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	151	80	111	13	61	33	22	47	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	151	80	111	13	61	33	22	47	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221760	488752	318296	557304	73392	402248	252736	191840	545776	17600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2640	3520	4400	5280	5808	7040	7920	8800	17600	17600	0	0	0	0	0	0	0	0	
213000	4	3	5	6	6	10	27	75	69	78	53	41	39	30	28	19	86	10	3	2	0	0	0	0	0	0	32	24	40	48	48	80	216	616	568	648	440	344	328	264	240	192	1024	184	56	48	0	0	0	0	0	0	32	3	5	11	11	16	62	227	235	293	225	188	184	144	152	106	539	94	35	26	0	0	0	0	0	0	0	180	600	1402	1830	3776	17728	98578	149882	240112	211432	196218	222694	195326	206418	158730	1016778	224448	89280	79906	0	0	0	0	0	0	0	80	140	260	340	440	880	1760	2640	3506	4392	5242	6100	7032	7790	8690	17532	26200	31608	42660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	153	80	112	14	62	33	22	47	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	153	80	112	14	62	33	22	47	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	153	80	112	14	62	33	22	47	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221760	495792	318296	562584	79200	409288	252736	191840	545776	17600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2640	3520	4400	5280	5808	7040	7920	8800	17600	17600	0	0	0	0	0	0	0	0	
214000	4	3	5	6	6	10	28	75	70	79	53	41	39	30	28	19	87	10	3	2	0	0	0	0	0	0	32	24	40	48	48	80	224	616	576	656	440	344	328	264	240	192	1040	184	56	48	0	0	0	0	0	0	32	3	5	11	11	16	64	227	238	297	225	188	184	144	152	106	548	94	35	26	0	0	0	0	0	0	0	180	600	1402	1830	3776	18364	98578	152342	241434	211432	196218	222694	195326	206418	158730	1032286	224448	89280	79906	0	0	0	0	0	0	0	80	140	260	340	440	880	1760	2640	3506	4392	5242	6100	7032	7790	8690	17532	26200	31608	42660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	153	80	112	15	65	33	22	47	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	153	80	112	15	65	33	22	47	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	153	80	112	15	65	33	22	47	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224400	495792	318296	562584	85008	429264	252736	191840	545776	17600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2640	3520	4400	5280	5808	7040	7920	8800	17600	17600	0	0	0	0	0	0	0	0	
215000	4	3	5	6	6	10	29	75	70	79	53	41	39	30	28	19	87	10	3	2	0	0	0	0	0	0	32	24	40	48	48	80	232	616	576	656	440	344	328	264	240	192	1040	184	56	48	0	0	0	0	0	0	32	3	5	11	11	16	65	227	238	297	225	188	184	144	152	106	548	94	35	26	0	0	0	0	0	0	0	180	600	1402	1830	3776	18844	98578	152342	241434	211432	196218	222694	195326	206418	158730	1032286	224448	89280	79906	0	0	0	0	0	0	0	80	140	260	340	440	880	1760	2640	3506	4392	5242	6100	7032	7790	8690	17532	26200	31608	42660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	155	80	113	15	66	33	22	47	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	155	80	113	15	66	33	22	47	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	155	80	113	15	66	33	22	47	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224400	502128	318296	567336	85008	436304	252736	191840	545776	17600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2640	3520	4400	5280	5808	7040	7920	8800	17600	17600	0	0	0	0	0	0	0	0	
216000	4	3	5	6	6	10	29	75	70	79	53	41	39	30	28	19	87	10	3	2	0	0	0	0	0	0	32	24	40	48	48	80	232	616	576	656	440	344	328	264	240	192	1040	184	56	48	0	0	0	0	0	0	32	3	5	11	11	16	65	227	238	297	225	188	184	144	152	106	548	94	35	26	0	0	0	0	0	0	0	180	600	1402	1830	3776	18844	98578	152342	241434	211432	196218	222694	195326	206418	158730	1032286	224448	89280	79906	0	0	0	0	0	0	0	80	140	260	340	440	880	1760	2640	3506	4392	5242	6100	7032	7790	8690	17532	26200	31608	42660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	155	81	113	15	67	33	23	48	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	155	81	113	15	67	33	23	48	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	155	81	113	15	67	33	23	48	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227040	502128	322168	567336	85008	442904	252736	200640	555280	17600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2640	3520	4400	5280	5808	7040	7920	8800	17600	17600	0	0	0	0	0	0	0	0	
217000	4	3	5	7	6	10	29	76	70	79	53	41	39	30	28	19	87	10	3	2	0	0	0	0	0	0	32	24	40	56	48	80	232	624	576	656	440	344	328	264	240	192	1040	184	56	48	0	0	0	0	0	0	32	3	5	13	11	16	65	229	238	297	225	188	184	144	152	106	548	94	35	26	0	0	0	0	0	0	0	180	600	1660	1830	3776	18844	99768	152342	241434	211432	196218	222694	195326	206418	158730	1032286	224448	89280	79906	0	0	0	0	0	0	0	80	140	260	340	440	880	1760	2640	3506	4392	5242	6100	7032	7790	8690	17532	26200	31608	42660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	155	81	113	15	67	33	23	48	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	155	81	113	15	67	33	23	48	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	155	81	113	15	67	33	23	48	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227040	502128	322168	567336	85008	442904	252736	200640	555280	17600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2640	3520	4400	5280	5808	7040	7920	8800	17600	17600	0	0	0	0	0	0	0	0	
218000	4	3	5	7	6	10	29	77	71	80	53	42	39	30	29	19	88	10	3	2	0	0	0	0	0	0	32	24	40	56	48	80	232	632	584	664	440	352	328	264	248	192	1048	184	56	48	0	0	0	0	0	0	32	3	5	13	11	16	65	232	242	301	225	195	184	144	157	106	553	94	35	26	0	0	0	0	0	0	0	180	600	1660	1830	3776	18844	101448	154362	244764	211432	200764	222694	195326	213798	158730	1045360	224448	89280	79906	0	0	0	0	0	0	0	80	140	260	340	440	880	1760	2640	3506	4392	5242	6100	7032	7790	8690	17532	26200	31608	42660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	156	82	114	15	67	33	23	48	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	156	82	114	15	67	33	23	48	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	156	82	114	15	67	33	23	48	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227040	505296	326128	572088	85008	442904	252736	200640	555280	17600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2640	3520	4400	5280	5808	7040	7920	8800	17600	17600	0	0	0	0	0	0	0	0	
219000	4	3	5	7	6	10	29	77	71	80	54	43	39	30	29	19	89	10	3	2	0	0	0	0	0	0	32	24	40	56	48	80	232	632	584	664	448	360	328	264	248	192	1056	184	56	48	0	0	0	0	0	0	32	3	5	13	11	16	65	232	242	301	231	198	184	144	157	106	559	94	35	26	0	0	0	0	0	0	0	180	600	1660	1830	3776	18844	101448	154362	244764	215072	205508	222694	195326	213798	158730	1056840	224448	89280	79906	0	0	0	0	0	0	0	80	140	260	340	440	880	1760	2640	3506	4392	5242	6100	7032	7790	8690	17532	26200	31608	42660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	157	83	114	15	67	33	23	49	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	157	83	114	15	67	33	23	49	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	157	83	114	15	67	33	23	49	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227040	508464	330088	572088	85008	442904	252736	200640	565136	17600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2640	3520	4400	5280	5808	7040	7920	8800	17600	17600	0	0	0	0	0	0	0	0	
220000	4	3	5	7	6	10	29	78	71	80	54	44	39	31	30	19	90	10	3	2	0	0	0	0	0	0	32	24	40	56	48	80	232	640	584	664	448	368	328	288	256	192	1064	184	56	48	0	0	0	0	0	0	32	3	5	13	11	16	65	234	242	301	231	202	184	150	163	106	565	94	35	26	0	0	0	0	0	0	0	180	600	1660	1830	3776	18844	102398	154362	244764	215072	210774	222694	201548	221118	158730	1068224	224448	89280	79906	0	0	0	0	0	0	0	80	140	260	340	440	880	1760	2640	3506	4392	5266	6100	7032	7790	8690	17532	26200	31608	42660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	159	84	115	15	67	33	23	49	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	159	84	115	15	67	33	23	49	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	159	84	115	15	67	33	23	49	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227040	514800	333960	576840	85008	442904	252736	200640	565136	17600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2640	3520	4400	5280	5808	7040	7920	8800	17600	17600	0	0	0	0	0	0	0	0	
221000	4	3	5	7	6	10	29	78	71	80	55	45	39	31	30	19	90	10	3	2	0	0	0	0	0	0	32	24	40	56	48	80	232	640	584	664	456	376	328	288	256	192	1064	184	56	48	0	0	0	0	0	0	32	3	5	13	11	16	65	234	242	301	232	207	184	150	163	106	565	94	35	26	0	0	0	0	0	0	0	180	600	1660	1830	3776	18844	102398	154362	244764	219084	215922	222694	201548	221118	158730	1068224	224448	89280	79906	0	0	0	0	0	0	0	80	140	260	340	440	880	1760	2640	3506	4392	5266	6100	7032	7790	8690	17532	26200	31608	42660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	159	84	117	15	68	33	24	50	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	159	84	117	15	68	33	24	50	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	159	84	117	15	68	33	24	50	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227040	514800	333960	587400	85008	449944	252736	209440	574992	17600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2640	3520	4400	5280	5808	7040	7920	8800	17600	17600	0	0	0	0	0	0	0	0	
222000	4	3	5	7	6	11	29	79	72	80	55	45	39	31	30	20	91	10	3	2	0	0	0	0	0	0	32	24	40	56	48	88	232	648	592	664	456	376	328	288	256	200	1072	184	56	48	0	0	0	0	0	0	32	3	5	13	11	18	65	236	246	301	232	207	184	150	163	112	571	94	35	26	0	0	0	0	0	0	0	180	600	1660	1830	4216	18844	103778	156682	244764	219084	215922	222694	201548	221118	166956	1077248	224448	89280	79906	0	0	0	0	0	0	0	80	140	260	340	440	880	1760	2640	3506	4392	5266	6100	7032	7790	8690	17532	26200	31608	42660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	159	84	117	15	69	33	24	50	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	159	84	117	15	69	33	24	50	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	159	84	117	15	69	33	24	50	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227040	514800	333960	587400	85008	456984	252736	209440	574992	17600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2640	3520	4400	5280	5808	7040	7920	8800	17600	17600	0	0	0	0	0	0	0	0	
223000	4	3	5	7	6	11	29	79	72	80	56	45	39	31	30	20	93	10	3	2	0	0	0	0	0	0	32	24	40	56	48	88	232	648	592	664	464	376	328	288	256	200	1096	184	56	48	0	0	0	0	0	0	32	3	5	13	11	18	65	236	246	301	235	207	184	150	163	112	581	94	35	26	0	0	0	0	0	0	0	180	600	1660	1830	4216	18844	103778	156682	244764	223344	215922	222694	201548	221118	166956	1102132	224448	89280	79906	0	0	0	0	0	0	0	80	140	260	340	440	880	1760	2640	3506	4392	5266	6100	7032	7790	8690	17532	26200	31608	42660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	160	84	117	15	69	33	24	50	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	160	84	117	15	69	33	24	50	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	160	84	117	15	69	33	24	50	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227040	517968	333960	587400	85008	456984	252736	209440	574992	17600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2640	3520	4400	5280	5808	7040	7920	8800	17600	17600	0	0	0	0	0	0	0	0	
224000	4	3	5	7	6	11	29	81	72	80	57	45	39	31	30	20	93	10	3	2	0	0	0	0	0	0	32	24	40	56	48	88	232	664	592	664	472	376	328	288	256	200	1096	184	56	48	0	0	0	0	0	0	32	3	5	13	11	18	65	244	246	301	240	207	184	150	163	112	581	94	35	26	0	0	0	0	0	0	0	180	600	1660	1830	4216	18844	106524	156682	244764	227724	215922	222694	201548	221118	166956	1102132	224448	89280	79906	0	0	0	0	0	0	0	80	140	260	340	440	880	1760	2640	3506	4392	5266	6100	7032	7790	8690	17532	26200	31608	42660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	161	84	119	15	69	33	24	51	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	161	84	119	15	69	33	24	51	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	161	84	119	15	69	33	24	51	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227040	521136	333960	597960	85008	456984	252736	209440	584672	17600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2640	3520	4400	5280	5808	7040	7920	8800	17600	17600	0	0	0	0	0	0	0	0	
225000	4	3	5	7	6	11	29	81	72	80	57	45	39	31	30	20	93	10	3	2	0	0	0	0	0	0	32	24	40	56	48	88	232	664	592	664	472	376	328	288	256	200	1096	184	56	48	0	0	0	0	0	0	32	3	5	13	11	18	65	244	246	301	240	207	184	150	163	112	581	94	35	26	0	0	0	0	0	0	0	180	600	1660	1830	4216	18844	106524	156682	244764	227724	215922	222694	201548	221118	166956	1102132	224448	89280	79906	0	0	0	0	0	0	0	80	140	260	340	440	880	1760	2640	3506	4392	5266	6100	7032	7790	8690	17532	26200	31608	42660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	162	84	119	15	70	33	24	51	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	162	84	119	15	70	33	24	51	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	162	84	119	15	70	33	24	51	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229680	524656	333960	597960	85008	464024	252736	209440	584672	17600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2640	3520	4400	5280	5808	7040	7920	8800	17600	17600	0	0	0	0	0	0	0	0	
